time_iso8601,DE-BB,DE-BE,DE-BW,DE-BY,DE-HB,DE-HE,DE-HH,DE-MV,DE-NI,DE-NW,DE-RP,DE-SH,DE-SL,DE-SN,DE-ST,DE-TH,sum_cases
2022-06-12T17:00:00+0000,799529,1064242,3730544,4970483,204210,1911030,600389,494021,2456313,5421774,1184693,766811,320435,1523425,725788,714189,26887876
2022-06-13T17:00:00+0000,801120,1067048,3738509,4984167,204969,1921375,602374,495147,2467397,5441525,1189827,771463,322038,1525914,726975,715078,26974926
2022-06-14T17:00:00+0000,803025,1069484,3747104,4996795,205792,1931045,604779,496589,2481830,5464711,1194726,776363,323566,1528570,728377,715825,27068581
2022-06-15T17:00:00+0000,804514,1071622,3755025,5008122,206572,1938627,606763,497535,2493952,5485535,1199923,780820,324838,1530611,729448,716504,27150411
2022-06-16T17:00:00+0000,805665,1073420,3756685,5010093,207205,1939413,608658,498362,2504457,5493600,1200299,784533,324838,1532688,730481,717162,27187559
2022-06-17T17:00:00+0000,807092,1076563,3764625,5022043,207718,1948676,610758,499216,2514427,5511175,1204212,788224,326229,1534551,731524,717906,27264939
2022-06-18T17:00:00+0000,807384,1077173,3766815,5024733,207846,1950400,611436,499339,2518214,5519674,1204752,789262,326229,1535097,731717,717995,27288066
2022-06-19T17:00:00+0000,807476,1077274,3767894,5026170,207888,1951345,612236,499403,2519852,5524783,1205062,790169,326291,1535481,731777,718073,27301174
2022-06-20T17:00:00+0000,809409,1080832,3778622,5043094,208884,1961766,614939,500745,2532053,5550620,1211121,795807,328201,1538306,733188,719019,27406606
2022-06-21T17:00:00+0000,811879,1084058,3791910,5061214,209978,1972440,617948,503254,2550777,5581771,1217404,801772,330056,1541922,734965,720027,27531375
2022-06-22T17:00:00+0000,814169,1087745,3802982,5076650,211017,1983165,621496,504763,2566375,5611902,1223126,807333,331740,1544675,736769,721083,27644990
2022-06-23T17:00:00+0000,815976,1090721,3814881,5090236,211789,1991651,624264,506311,2579852,5639148,1228363,812668,333060,1547396,738241,721897,27746454
2022-06-24T17:00:00+0000,817597,1093566,3823924,5100787,212698,1999528,626843,507711,2592079,5663047,1232472,817030,334318,1549841,739474,722759,27833674
2022-06-25T17:00:00+0000,817827,1094126,3826394,5103831,213175,2001281,627664,507900,2596732,5673621,1232764,818251,334318,1550510,739531,722858,27860783
2022-06-26T17:00:00+0000,817978,1094277,3827838,5105252,213236,2002466,628573,507983,2598960,5678660,1233050,819214,334369,1550986,739657,722929,27875428
2022-06-27T17:00:00+0000,820419,1098050,3840507,5123010,214422,2013879,631590,509784,2613181,5704899,1239646,826176,336288,1554551,741619,724298,27992319
2022-06-28T17:00:00+0000,823651,1101767,3855349,5142269,215475,2025572,634623,512816,2634424,5737023,1246587,834121,338177,1558868,743990,725771,28130483
2022-06-29T17:00:00+0000,825870,1105127,3869719,5161405,216627,2035860,638047,515048,2651301,5767090,1251979,841722,340022,1562453,746237,727195,28255702
2022-06-30T17:00:00+0000,827985,1109590,3883063,5177988,217587,2045126,640549,516841,2664977,5793320,1257085,848011,341591,1565943,748168,728151,28365975
2022-07-01T17:00:00+0000,829616,1112304,3893940,5191838,218261,2054324,642762,518248,2677684,5817017,1261021,854112,342450,1568525,749586,729258,28460946
2022-07-02T17:00:00+0000,829859,1112838,3897045,5194998,218358,2056312,643562,518498,2680673,5825033,1261500,855431,342450,1569031,749817,729365,28484770
2022-07-03T17:00:00+0000,829935,1113034,3898490,5196413,218363,2057433,644542,518556,2681969,5830138,1261874,856362,342489,1569305,749911,729450,28498264
2022-07-04T17:00:00+0000,832305,1117627,3913802,5218248,219765,2069054,647124,520421,2696398,5852143,1268646,862619,344645,1573281,752046,730915,28619039
2022-07-05T17:00:00+0000,835192,1121927,3931540,5241199,220704,2080592,650323,522848,2715115,5880174,1274814,869548,346999,1578035,754342,732403,28755755
2022-07-06T17:00:00+0000,838380,1126117,3949166,5262475,221655,2093122,653079,524603,2730706,5907125,1280889,874503,349176,1581773,756711,733770,28883250
2022-07-07T17:00:00+0000,840980,1129357,3965211,5281705,222684,2104412,655537,526205,2744046,5929536,1286942,878362,351048,1584946,758191,734982,28994144
2022-07-08T17:00:00+0000,842934,1132674,3979511,5297527,223729,2114028,657582,527467,2755933,5948594,1291539,881964,352570,1587902,759694,736030,29089678
2022-07-09T17:00:00+0000,843292,1133069,3982552,5300935,223829,2116152,658380,527633,2759323,5955906,1292054,882787,352570,1588598,759875,736207,29113162
2022-07-10T17:00:00+0000,843368,1133223,3984092,5303167,223830,2117410,659258,527751,2761130,5960091,1292424,883766,352631,1589019,759922,736294,29127376
2022-07-11T17:00:00+0000,845960,1137638,4003040,5328436,225170,2132100,661462,529500,2776152,5982704,1299631,888227,355114,1593141,762267,738016,29258558
2022-07-12T17:00:00+0000,849281,1141412,4025146,5354245,226292,2146140,663981,532250,2794376,6009373,1306670,892974,357628,1598669,765024,739856,29403317
2022-07-13T17:00:00+0000,851809,1145425,4046302,5378858,227700,2160219,666691,534090,2810849,6034504,1314228,896659,359867,1602731,767499,741482,29538913
2022-07-14T17:00:00+0000,854002,1149187,4063511,5401100,228752,2173332,668944,535519,2824570,6055505,1320621,900213,361871,1606108,769445,743180,29655860
2022-07-15T17:00:00+0000,855992,1152245,4080984,5421552,229526,2185354,670815,536884,2837594,6074266,1325839,903280,363696,1610737,771106,744474,29764344
2022-07-16T17:00:00+0000,856207,1152818,4084271,5426477,229642,2188142,671473,537101,2841346,6080383,1326592,903933,363696,1611501,771286,744691,29789559
2022-07-17T17:00:00+0000,856275,1153015,4085773,5428768,229647,2189438,672208,537173,2842686,6084211,1326966,904674,363696,1611968,771336,744828,29802662
2022-07-18T17:00:00+0000,859121,1156714,4105967,5458300,230619,2203532,674187,539157,2856896,6105196,1334826,908479,366374,1616926,774018,746833,29937145
2022-07-19T17:00:00+0000,862482,1160237,4127400,5487852,231675,2217642,676218,541932,2875151,6127966,1342304,912337,368727,1623054,776594,749005,30080576
2022-07-20T17:00:00+0000,864950,1163577,4145420,5513905,233030,2230540,678220,543756,2888652,6147926,1348344,915548,370883,1628115,778970,750898,30202734
2022-07-21T17:00:00+0000,867525,1166410,4161784,5535511,234033,2240071,679959,545248,2899795,6165500,1353921,918541,372708,1632060,780857,752504,30306427
2022-07-22T17:00:00+0000,869599,1169083,4175647,5553654,234822,2249280,681038,546524,2909661,6180961,1358504,920848,374151,1635614,782824,753708,30395918
2022-07-23T17:00:00+0000,869924,1169589,4178544,5557639,234932,2251840,681749,546709,2912201,6186880,1359067,921579,374151,1636436,782951,753925,30418116
2022-07-24T17:00:00+0000,870000,1169684,4180017,5559487,234933,2252947,682389,546775,2913214,6190864,1359364,922211,374205,1636857,783049,754023,30430019
2022-07-25T17:00:00+0000,872660,1173373,4198230,5585511,235921,2265893,684060,548551,2925177,6208610,1367000,925178,376555,1641840,785614,756133,30550306
2022-07-26T17:00:00+0000,876026,1176741,4216069,5609379,237156,2277218,685270,550815,2938325,6229123,1372921,928127,378272,1646841,788189,757942,30668414
2022-07-27T17:00:00+0000,878407,1179510,4230607,5629174,237833,2285948,686672,552338,2948938,6246300,1377909,930804,379838,1650744,790094,759476,30764592
2022-07-28T17:00:00+0000,880082,1182092,4242654,5643190,238531,2293422,688136,553517,2956583,6260338,1382086,932675,380886,1653711,791537,760562,30840002
2022-07-29T17:00:00+0000,881497,1184182,4252214,5654547,239109,2299627,689156,554559,2962971,6272614,1385045,934409,381770,1656113,792746,761571,30902130
2022-07-30T17:00:00+0000,881738,1184544,4254719,5656771,239211,2301432,689617,554745,2964735,6277132,1385445,934852,381770,1656523,792886,761685,30917805
2022-07-31T17:00:00+0000,881804,1184640,4255631,5657685,239212,2301963,689940,554813,2965687,6280461,1385649,935076,381790,1656703,792972,761775,30925801
2022-08-01T17:00:00+0000,883847,1187560,4266777,5673720,239930,2310521,691222,556266,2973650,6296730,1390451,937941,383208,1660366,794622,763125,31009936
2022-08-02T17:00:00+0000,886556,1190062,4277471,5688051,240746,2317861,692522,558377,2982942,6315166,1394316,940449,384373,1664555,796611,764297,31094355
2022-08-03T17:00:00+0000,888313,1192419,4287383,5699754,241322,2324238,693649,559709,2989872,6330153,1397850,942533,385275,1667286,798049,765442,31163247
2022-08-04T17:00:00+0000,889918,1194405,4295011,5708729,241685,2329749,694612,560668,2995203,6343749,1400582,944151,385937,1669454,799271,766357,31219481
2022-08-05T17:00:00+0000,891160,1196273,4302470,5716698,242035,2334171,695412,561697,2999947,6354474,1402573,945863,386588,1671495,800289,767028,31268173
2022-08-06T17:00:00+0000,891350,1196589,4304378,5718558,242101,2335434,695767,561845,3001393,6358937,1402809,946343,386589,1672030,800359,767139,31281621
2022-08-07T17:00:00+0000,891402,1196667,4305080,5719275,242104,2336040,696191,561895,3002113,6361745,1403048,946730,386632,1672285,800391,767214,31288812
2022-08-08T17:00:00+0000,893122,1199036,4312851,5729977,242672,2342535,697072,563201,3008929,6376461,1406873,949274,387603,1675302,801791,768309,31355008
2022-08-09T17:00:00+0000,895510,1201457,4320998,5740103,243395,2348078,698142,565068,3015925,6392267,1410078,951795,388418,1678509,803458,769298,31422499
2022-08-10T17:00:00+0000,897495,1203764,4327002,5747666,243774,2352838,699170,566265,3021795,6406536,1412979,954252,389073,1680759,804773,770297,31478438
2022-08-11T17:00:00+0000,899053,1205724,4331839,5754039,244241,2356384,700195,567207,3026771,6419528,1415363,956407,389598,1682627,805836,771028,31525840
2022-08-12T17:00:00+0000,900339,1207439,4335790,5759627,244498,2360886,701018,568328,3031378,6431235,1417392,958007,390142,1684709,806900,771705,31569393
2022-08-13T17:00:00+0000,900512,1207688,4337052,5760835,244574,2361891,701441,568462,3032450,6435379,1417674,958577,390142,1685068,806997,771812,31580554
2022-08-14T17:00:00+0000,900572,1207761,4337654,5761465,244577,2362285,701712,568493,3033349,6437991,1417832,958921,390188,1685380,807029,771874,31587083
2022-08-15T17:00:00+0000,902683,1210167,4343522,5763909,245154,2368031,702625,569688,3039826,6453449,1421131,961555,390188,1688175,808464,772985,31641552
2022-08-16T17:00:00+0000,904759,1212096,4349381,5773388,245719,2372800,703881,571732,3047044,6469343,1423729,964295,391217,1691329,810114,773846,31704673
2022-08-17T17:00:00+0000,906657,1213616,4354284,5781553,246295,2376969,704909,572824,3052502,6483387,1426229,966009,392029,1693590,811422,774818,31757093
2022-08-18T17:00:00+0000,907955,1214794,4358165,5787567,246584,2380861,705641,573758,3057223,6495553,1428261,967588,392739,1695378,812373,775546,31799986
2022-08-19T17:00:00+0000,909014,1215737,4361420,5792043,246818,2384163,706437,574661,3061119,6506090,1429817,968839,393192,1696933,813273,776098,31835654
2022-08-20T17:00:00+0000,909155,1215929,4362361,5793214,246855,2384756,706731,574814,3062022,6510251,1429997,969224,393192,1697304,813356,776203,31845364
2022-08-21T17:00:00+0000,909186,1215948,4362859,5793695,246856,2385125,707111,574851,3062445,6512422,1430119,969500,393238,1697456,813391,776251,31850453
2022-08-22T17:00:00+0000,910729,1217288,4367356,5801354,247352,2389636,707699,575804,3068309,6525566,1432784,971527,394011,1699902,814486,777120,31900923
2022-08-23T17:00:00+0000,912747,1219014,4372184,5808389,247753,2393225,708673,577357,3074400,6539756,1435029,973660,394652,1702511,815578,778057,31952985
2022-08-24T17:00:00+0000,914699,1222707,4376206,5814019,248177,2396505,709437,578312,3079391,6550937,1436788,975024,395144,1704254,816694,778851,31997145
2022-08-25T17:00:00+0000,915886,1224666,4379326,5819137,248450,2399032,710040,579169,3083500,6561145,1438264,976219,395528,1705776,817484,779390,32033012
2022-08-26T17:00:00+0000,916927,1226421,4381984,5823463,248762,2401368,710566,580121,3087436,6570260,1439419,977412,395889,1707232,818222,779912,32065394
2022-08-27T17:00:00+0000,917061,1226587,4382926,5824398,248824,2401912,710776,580284,3088137,6573560,1439576,977695,395889,1707575,818314,780005,32073519
2022-08-28T17:00:00+0000,917090,1226627,4383348,5825007,248827,2402199,711054,580356,3088530,6575579,1439669,978019,395922,1707762,818324,780093,32078406
2022-08-29T17:00:00+0000,918412,1228084,4387562,5832994,249226,2406903,711528,581201,3093243,6586572,1442607,979578,396555,1709902,819294,780909,32124570
2022-08-30T17:00:00+0000,920447,1230137,4391947,5839906,249699,2410129,712536,582632,3098380,6598846,1444754,981228,397100,1712378,820304,781665,32172088
2022-08-31T17:00:00+0000,921650,1231565,4395735,5845169,250143,2413180,713125,583562,3102652,6608177,1446560,982416,397597,1713992,821067,782383,32208973
2022-09-01T17:00:00+0000,922701,1232914,4398621,5849513,250368,2415511,713741,584173,3106134,6616079,1448139,983396,397916,1715511,821715,782963,32239395
2022-09-02T17:00:00+0000,923689,1234157,4401189,5853581,250590,2417904,714199,584822,3109365,6623588,1449621,984439,398244,1716899,822387,783427,32268101
2022-09-03T17:00:00+0000,923817,1234392,4401889,5854587,250635,2418616,714402,585003,3110064,6626658,1449805,984703,398244,1717235,822442,783517,32276009
2022-09-04T17:00:00+0000,923855,1234435,4402329,5855039,250636,2418909,714715,585023,3110462,6628222,1449918,984904,398276,1717417,822474,783544,32280158
2022-09-05T17:00:00+0000,925173,1236108,4406148,5862106,251133,2422871,715163,585858,3115959,6637153,1452735,986419,398931,1719625,823291,784380,32323053
2022-09-06T17:00:00+0000,926844,1237633,4410517,5868712,251555,2426565,715914,587249,3122043,6647836,1455175,987904,399450,1721766,824359,785435,32368957
2022-09-07T17:00:00+0000,928532,1239124,4414057,5874904,251989,2429746,716662,588126,3126912,6656639,1457177,989239,399959,1723701,825267,786358,32408392
2022-09-08T17:00:00+0000,930016,1240447,4417221,5880162,252249,2432643,717123,588936,3131062,6663739,1459105,990307,400381,1725199,826374,787100,32442064
2022-09-09T17:00:00+0000,931134,1241579,4420148,5884935,252564,2435329,717602,589681,3134710,6669978,1460830,991316,400817,1726683,827159,787893,32472358
2022-09-10T17:00:00+0000,931287,1241822,4420890,5885990,252628,2436049,717809,589824,3135485,6672475,1461006,991580,400817,1727016,827224,787995,32479897
2022-09-11T17:00:00+0000,931337,1241865,4421305,5886592,252629,2436341,718185,589887,3135899,6673899,1461107,991817,400851,1727213,827262,788043,32484232
2022-09-12T17:00:00+0000,932927,1243908,4425990,5894482,253128,2440878,718718,590865,3141478,6682490,1464360,993355,401555,1729807,828318,789110,32531369
2022-09-13T17:00:00+0000,934935,1245693,4430934,5903501,253731,2444891,719580,592486,3147944,6692285,1467392,994997,402335,1732432,829670,790180,32582986
2022-09-14T17:00:00+0000,936786,1247151,4434894,5910957,254307,2448879,720245,593449,3153003,6700388,1469957,996346,403136,1734375,830723,791246,32625842
2022-09-15T17:00:00+0000,938158,1248597,4438845,5917714,254671,2452442,720855,594395,3157392,6707995,1472419,997480,403752,1736747,831592,792109,32665163
2022-09-16T17:00:00+0000,939258,1249655,4442334,5924012,254929,2456171,721347,595246,3161231,6714633,1474444,998693,404346,1738475,832394,792959,32700127
2022-09-17T17:00:00+0000,939471,1249719,4443161,5925361,254973,2457085,721613,595413,3162022,6716869,1474760,998978,404346,1738914,832485,793062,32708232
2022-09-18T17:00:00+0000,939516,1249766,4443599,5926096,254975,2457598,721883,595471,3162484,6718382,1474954,999207,404408,1739144,832513,793139,32713135
2022-09-19T17:00:00+0000,941149,1251852,4448982,5936939,255476,2463910,722433,596612,3168206,6727158,1479254,1001003,405381,1742144,833655,793879,32768033
2022-09-20T17:00:00+0000,943506,1253438,4455077,5947742,255941,2469150,723238,598192,3174904,6737456,1483353,1002912,406540,1745629,835204,794085,32826367
2022-09-21T17:00:00+0000,945415,1255132,4460910,5957113,256635,2474348,724020,599607,3180741,6746784,1486897,1004463,407557,1748446,836648,795479,32880195
2022-09-22T17:00:00+0000,946956,1256722,4466527,5966463,256903,2479125,724706,600596,3185749,6755816,1490246,1005900,408393,1750937,837762,796842,32929643
2022-09-23T17:00:00+0000,948459,1258184,4472010,5975490,257150,2484040,725362,601547,3191049,6764387,1493246,1007430,409269,1753128,838798,798210,32977759
2022-09-24T17:00:00+0000,948634,1258277,4473549,5978583,257240,2485417,725646,601710,3192550,6767702,1493626,1007792,409269,1754006,838902,798460,32991363
2022-09-25T17:00:00+0000,948751,1258300,4474440,5979804,257244,2486119,726006,601751,3193375,6770314,1493967,1008283,409338,1754347,838983,798584,32999606
2022-09-26T17:00:00+0000,951060,1260852,4484364,5998160,258038,2494297,726705,603181,3200480,6783124,1499793,1010701,410892,1758272,840782,800159,33080860
2022-09-27T17:00:00+0000,954067,1263296,4498943,6019365,258734,2502781,727993,605214,3210417,6798911,1506018,1013486,412709,1763916,843065,802124,33181039
2022-09-28T17:00:00+0000,957167,1265541,4510351,6040310,259579,2511224,729038,607188,3219220,6814740,1511693,1015771,414570,1767940,845277,803860,33273469
2022-09-29T17:00:00+0000,959364,1267208,4521004,6057145,260033,2518484,729912,608653,3226814,6828310,1516820,1018154,416155,1771442,846975,805450,33351923
2022-09-30T17:00:00+0000,961510,1269583,4530929,6073365,260484,2525253,730755,609894,3234105,6841409,1520936,1020183,417531,1774505,848676,806960,33426078
2022-10-01T17:00:00+0000,961765,1269690,4533206,6078513,260566,2527341,731106,610085,3236455,6846905,1521614,1020681,417531,1775431,848866,807213,33446968
2022-10-02T17:00:00+0000,961838,1269734,4534646,6080579,260625,2528288,731612,610176,3237708,6850266,1522036,1021215,417589,1775791,848924,807394,33458421
2022-10-03T17:00:00+0000,961895,1269798,4536906,6083031,260628,2529743,732062,610233,3238868,6854610,1522679,1021696,417589,1776635,848992,807586,33472951
2022-10-04T17:00:00+0000,965053,1273747,4553032,6111635,261824,2542508,733016,612478,3250934,6875446,1530564,1025689,420440,1782181,851807,809796,33600150
2022-10-05T17:00:00+0000,969718,1277131,4571128,6144712,263048,2555494,734785,615704,3266842,6901518,1539174,1030335,423901,1789444,855083,812519,33750536
2022-10-06T17:00:00+0000,974142,1280279,4589765,6173627,264039,2568219,736022,618287,3283225,6925571,1547942,1034266,427153,1795662,859303,815844,33893346
2022-10-07T17:00:00+0000,977616,1283539,4605874,6196380,264805,2578776,737172,620261,3295226,6945871,1555081,1037474,429840,1800543,862166,818211,34008835
2022-10-08T17:00:00+0000,978045,1283565,4609009,6202224,264917,2581292,737545,620534,3297927,6953634,1555747,1038200,429841,1801895,862392,818660,34035427
2022-10-09T17:00:00+0000,978186,1283596,4610663,6206326,264921,2582677,738114,620626,3299597,6958565,1556240,1039001,429935,1802449,862582,818895,34052373
2022-10-10T17:00:00+0000,981946,1288043,4630478,6237585,266168,2596225,739276,622596,3313683,6980887,1566558,1042932,433912,1808869,866327,821626,34197111
2022-10-11T17:00:00+0000,986588,1292129,4650128,6263825,267353,2609711,740880,625232,3329057,7006446,1575442,1046970,436848,1815517,870148,824413,34340687
2022-10-12T17:00:00+0000,990149,1295045,4668584,6286249,268137,2621608,741957,627251,3341528,7030810,1583625,1050375,439330,1820127,873099,827244,34465118
2022-10-13T17:00:00+0000,993129,1298051,4685128,6304738,268724,2630759,743195,628959,3352297,7051699,1590210,1053159,441482,1824582,875887,829385,34571384
2022-10-14T17:00:00+0000,995612,1300688,4699243,6318781,269252,2640044,744260,630593,3361737,7070734,1595366,1055731,443188,1828088,878067,831008,34662392
2022-10-15T17:00:00+0000,996200,1300880,4701965,6322843,269360,2642062,744573,630859,3363564,7077485,1596006,1056338,443188,1829309,878316,831465,34684413
2022-10-16T17:00:00+0000,996308,1300910,4703491,6324360,269364,2643207,745207,630920,3364603,7082838,1596395,1056825,443237,1829773,878375,831743,34697556
2022-10-17T17:00:00+0000,999897,1305098,4719946,6345423,270285,2656346,746750,632849,3377347,7108048,1605156,1060663,445983,1835114,881580,833865,34824350
2022-10-18T17:00:00+0000,1004745,1309070,4736075,6364959,271171,2666913,748399,636204,3392139,7135312,1612504,1064562,448414,1840440,885341,836470,34952718
2022-10-19T17:00:00+0000,1008490,1312317,4749716,6379659,272110,2676738,749575,638428,3402771,7161351,1619221,1067371,450352,1844158,888394,838413,35059064
2022-10-20T17:00:00+0000,1011288,1315071,4760832,6391087,272609,2684497,750841,640276,3411963,7181107,1624349,1069659,451871,1847241,890790,840169,35143650
2022-10-21T17:00:00+0000,1013592,1317404,4769867,6400061,273176,2691032,751869,642250,3419956,7197413,1628052,1071898,453018,1850078,892905,841356,35213927
2022-10-22T17:00:00+0000,1013962,1317556,4771599,6402415,273287,2692393,752344,642478,3421638,7203837,1628467,1072548,453018,1850674,893080,841590,35230886
2022-10-23T17:00:00+0000,1014102,1317574,4772599,6403165,273293,2693242,752937,642540,3422490,7208689,1628825,1073070,453064,1851002,893123,841722,35241437
2022-10-24T17:00:00+0000,1017070,1321074,4783950,6416661,274049,2702263,754349,644251,3433133,7228155,1634406,1076241,454865,1854465,895520,843505,35333957
2022-10-25T17:00:00+0000,1020717,1323967,4793882,6428155,274922,2709796,755641,646785,3444009,7250048,1639130,1079364,456867,1858619,898236,845145,35425283
2022-10-26T17:00:00+0000,1023051,1326455,4801714,6437171,275526,2715658,756586,648412,3452331,7268531,1642610,1081701,457843,1861174,899887,846508,35495158
2022-10-27T17:00:00+0000,1024890,1328453,4807796,6443986,276017,2720106,757430,649978,3458908,7284282,1645360,1083400,458582,1863304,901365,847505,35551362
2022-10-28T17:00:00+0000,1026454,1330011,4812590,6449397,276339,2724167,758459,651200,3464153,7297040,1647318,1085126,459181,1864961,902473,848307,35597176
2022-10-29T17:00:00+0000,1026711,1330093,4813639,6450750,276375,2725087,758700,651346,3465143,7301214,1647508,1085502,459181,1865449,902563,848495,35607756
2022-10-30T17:00:00+0000,1026810,1330105,4814200,6451218,276378,2725688,759070,651396,3466560,7304422,1647643,1085957,459181,1865673,902607,848550,35615458
2022-10-31T17:00:00+0000,1026950,1332773,4819839,6458425,276442,2731496,759556,651434,3467465,7318635,1650395,1086235,460119,1866099,902661,848649,35657173
2022-11-01T17:00:00+0000,1029379,1334721,4821125,6459546,277304,2736107,760759,653182,3476756,7323705,1650816,1088742,460119,1868792,904309,849803,35695165
2022-11-02T17:00:00+0000,1031766,1336275,4827216,6467207,278071,2740023,761865,655257,3486197,7340126,1654509,1091154,461018,1871606,906214,850963,35759467
2022-11-03T17:00:00+0000,1033591,1337515,4831922,6472632,278622,2742787,762812,656636,3492641,7354566,1656997,1093089,461592,1873502,907446,851948,35808298
2022-11-04T17:00:00+0000,1034913,1338666,4836136,6476793,278795,2745188,763748,657661,3497568,7365566,1658581,1094505,461997,1874847,908395,852559,35845918
2022-11-05T17:00:00+0000,1035052,1338732,4836956,6477615,278855,2745733,764068,657826,3498393,7369220,1658765,1094788,461997,1875161,908461,852673,35854295
2022-11-06T17:00:00+0000,1035106,1338755,4837349,6478016,278855,2746132,764244,657829,3498845,7371359,1658908,1095067,462031,1875302,908480,852739,35859017
2022-11-07T17:00:00+0000,1036790,1340741,4842763,6484447,279553,2750387,765089,658816,3505476,7383693,1661664,1097121,462685,1877074,909691,853544,35909534
2022-11-08T17:00:00+0000,1038656,1342271,4847671,6490012,280025,2753454,765907,660413,3511254,7395451,1663688,1098841,463250,1878931,911175,854219,35955218
2022-11-09T17:00:00+0000,1039978,1343635,4851322,6494084,280562,2755903,766567,661366,3516622,7405503,1665404,1100322,463684,1880155,912144,854897,35992148
2022-11-10T17:00:00+0000,1041119,1344685,4854729,6497353,280856,2758487,767163,662121,3520911,7414014,1666778,1101571,463991,1881147,912935,855324,36023184
2022-11-11T17:00:00+0000,1042028,1345578,4857616,6500085,281089,2760502,767745,662820,3524665,7422037,1667928,1102660,464281,1882246,913558,855736,36050574
2022-11-12T17:00:00+0000,1042131,1345612,4858209,6500765,281119,2760868,767940,662906,3525466,7424636,1668082,1102784,464281,1882502,913602,855796,36056699
2022-11-13T17:00:00+0000,1042195,1345620,4858615,6501052,281119,2761138,768202,662927,3526221,7426391,1668224,1102978,464281,1882637,913643,855863,36061106
2022-11-14T17:00:00+0000,1043419,1347264,4862498,6505417,281589,2764533,768939,663747,3531337,7436071,1670568,1104763,464807,1884065,914624,856432,36100073
2022-11-15T17:00:00+0000,1044893,1348610,4866252,6509246,282010,2766881,769695,664914,3537237,7446197,1672464,1106190,465245,1885514,915752,856951,36138051
2022-11-16T17:00:00+0000,1045984,1349501,4869604,6512041,282334,2769701,770380,665704,3541713,7454557,1674185,1107341,465634,1885725,916509,857540,36168453
2022-11-17T17:00:00+0000,1046857,1350493,4872142,6514435,282623,2771558,770917,666317,3545628,7462271,1675445,1108338,465919,1887243,917179,858028,36195393
2022-11-18T17:00:00+0000,1047700,1351523,4874633,6516641,282842,2773593,771540,666958,3549206,7469541,1676722,1109144,466308,1888521,917890,858389,36221151
2022-11-19T17:00:00+0000,1047813,1351548,4875127,6517057,282877,2773865,771716,667018,3550219,7472278,1676911,1109278,466308,1888772,917952,858464,36227203
2022-11-20T17:00:00+0000,1047869,1351554,4875393,6517287,282879,2774125,771832,667045,3550655,7473911,1677026,1109414,466308,1888910,917978,858541,36230727
2022-11-21T17:00:00+0000,1049063,1353155,4878987,6520949,283332,2777263,772583,667858,3555760,7483000,1679311,1110715,466884,1890523,918865,858966,36267214
2022-11-22T17:00:00+0000,1050697,1354304,4882532,6524257,283798,2779840,773496,669177,3562238,7492711,1681060,1111857,467373,1892217,920024,859587,36305168
2022-11-23T17:00:00+0000,1051911,1355508,4885339,6527038,284232,2782218,774206,670024,3567117,7501392,1682654,1112914,467756,1893667,920935,860066,36336977
2022-11-24T17:00:00+0000,1053105,1356671,4887673,6529547,284469,2784014,774913,670717,3571901,7508863,1683825,1113937,468082,1894875,921787,860540,36364919
2022-11-25T17:00:00+0000,1054159,1357733,4889763,6531621,284735,2785760,775546,671467,3576602,7516222,1684789,1114934,468348,1895960,922520,860921,36391080
2022-11-26T17:00:00+0000,1054326,1357752,4890230,6531947,284805,2786052,775759,671548,3578059,7518792,1684898,1115128,468348,1896228,922626,861014,36397512
2022-11-27T17:00:00+0000,1054422,1357754,4890524,6532098,284815,2786325,775952,671573,3578640,7520349,1684973,1115315,468348,1896351,922668,861071,36401178
2022-11-28T17:00:00+0000,1055978,1360083,4893793,6535665,285402,2788947,776837,672522,3585344,7529767,1686787,1116923,468882,1898051,923844,861656,36440481
2022-11-29T17:00:00+0000,1058170,1361995,4897123,6539092,285943,2791116,777674,674184,3593645,7540093,1688115,1118561,469415,1900179,925349,862253,36482907
2022-11-30T17:00:00+0000,1060074,1363624,4899932,6541819,286400,2793102,778482,675178,3600030,7548860,1689264,1120010,469837,1901595,926594,862829,36517630
2022-12-01T17:00:00+0000,1061498,1365082,4902447,6544264,286763,2795038,779190,676050,3605796,7555819,1690326,1121235,470168,1902878,927438,863288,36547280
2022-12-02T17:00:00+0000,1062835,1366560,4904747,6546488,287040,2796565,779846,676887,3610947,7562829,1691231,1122423,470443,1904048,928291,863695,36574875
2022-12-03T17:00:00+0000,1062973,1366577,4905294,6546774,287075,2796954,780027,677030,3612523,7565331,1691366,1122614,470443,1904303,928369,863781,36581434
2022-12-04T17:00:00+0000,1063048,1366583,4905624,6546941,287075,2797192,780297,677084,3613224,7566886,1691454,1122748,470443,1904503,928411,863849,36585362
2022-12-05T17:00:00+0000,1064917,1368898,4909312,6550751,287662,2799805,781029,678280,3619647,7575718,1693140,1124682,470944,1906203,929467,864331,36624786
2022-12-06T17:00:00+0000,1067450,1370847,4912954,6554516,288211,2802463,781840,680235,3628888,7586371,1694644,1126656,471462,1908122,930831,864965,36670455
2022-12-07T17:00:00+0000,1069416,1372613,4916285,6557667,288877,2804651,782768,681304,3636201,7595241,1695821,1128299,471973,1909725,931877,865428,36708146
2022-12-08T17:00:00+0000,1070884,1374092,4919191,6560191,289280,2806612,783415,682280,3642393,7604082,1697010,1129769,472321,1911147,932631,865966,36741264
2022-12-09T17:00:00+0000,1072167,1375626,4921506,6562520,289587,2808646,784053,683147,3648120,7611856,1698081,1131056,472677,1912452,933521,866396,36771411
