time_iso8601,DE-BB,DE-BE,DE-BW,DE-BY,DE-HB,DE-HE,DE-HH,DE-MV,DE-NI,DE-NW,DE-RP,DE-SH,DE-SL,DE-SN,DE-ST,DE-TH,sum_cases
2021-12-05T17:00:00+0000,193295,286428,883117,1193660,40924,429044,118427,78811,392155,1224333,244649,100159,64629,550975,177016,231147,6208769
2021-12-06T17:00:00+0000,195351,289077,889133,1198871,41030,430988,119049,79267,394029,1231745,246421,100829,64859,557176,179166,234283,6251274
2021-12-07T17:00:00+0000,199098,291585,900305,1209949,41314,434262,119762,80797,397386,1241644,248724,101780,65607,566589,183423,238378,6320603
2021-12-08T17:00:00+0000,202461,294165,911202,1221597,41653,437588,120623,82071,400622,1251489,251215,102652,66386,574194,186990,242886,6387794
2021-12-09T17:00:00+0000,205685,296216,919687,1230369,41853,440335,121495,83336,403489,1260261,253458,103470,67041,581504,190611,246686,6445496
2021-12-10T17:00:00+0000,208120,297841,927381,1237691,42102,442996,122227,84628,405997,1269200,255336,104214,67559,587988,193489,249865,6496634
2021-12-11T17:00:00+0000,209574,298234,932737,1243760,42254,444998,122778,85574,407688,1274701,256320,104725,68067,592584,195176,252103,6531273
2021-12-12T17:00:00+0000,210290,298433,935028,1247091,42410,445870,123350,85895,408101,1277126,256776,104919,68190,593939,195973,253421,6546812
2021-12-13T17:00:00+0000,212155,301028,938951,1250400,42588,447313,124010,86268,409654,1282566,258071,105515,68357,597704,197835,255992,6578407
2021-12-14T17:00:00+0000,215438,303304,947848,1259252,42884,449990,125022,88191,412590,1291986,260280,106502,68980,605709,201020,259634,6638630
2021-12-15T17:00:00+0000,218350,305519,955535,1266426,43250,452751,126051,89345,415967,1299726,262084,107404,69579,611607,204503,262970,6691067
2021-12-16T17:00:00+0000,221087,307929,962374,1272997,43604,454858,127197,90648,418379,1307754,263692,108258,69979,616380,207115,266092,6738343
2021-12-17T17:00:00+0000,223492,310034,968159,1278642,43943,456881,128218,91757,420687,1314344,265027,109121,70393,620705,209562,268648,6779613
2021-12-18T17:00:00+0000,225204,310559,972329,1283080,44145,458720,128811,92413,422434,1319242,265814,109658,70806,623653,210858,270403,6808129
2021-12-19T17:00:00+0000,225945,310817,974155,1285350,44298,459405,129377,92695,422915,1321425,266130,109901,70900,624583,211370,271094,6820360
2021-12-20T17:00:00+0000,227408,313826,977263,1287689,44496,460718,130711,93031,424298,1326448,267174,110497,71024,627069,212642,273029,6847323
2021-12-21T17:00:00+0000,230039,316382,983559,1294432,44823,463179,131851,94500,426891,1333769,268801,111439,71466,633102,215281,276066,6895580
2021-12-22T17:00:00+0000,232420,318670,989174,1299610,45263,465626,133027,95727,429079,1340886,270146,112189,71848,636766,217275,278789,6936495
2021-12-23T17:00:00+0000,234424,320540,993996,1304186,45593,467595,134046,96574,431203,1347524,271358,113067,72179,639670,218738,280784,6971477
2021-12-24T17:00:00+0000,235260,321182,997147,1307589,45746,469145,134804,97096,432670,1351511,271968,113521,72449,641711,219533,282042,6993374
2021-12-25T17:00:00+0000,235682,321901,998487,1309251,45985,469813,135431,97341,433118,1353454,272194,113878,72571,642166,220074,282455,7003801
2021-12-26T17:00:00+0000,236062,322374,999527,1311277,46159,470510,135779,97525,433641,1355894,272444,114193,72693,642816,220448,282867,7014209
2021-12-27T17:00:00+0000,237458,324790,1002424,1313791,46308,471993,136879,97861,435051,1360705,273437,114916,72852,645154,221189,283881,7038689
2021-12-28T17:00:00+0000,239787,327224,1008799,1319427,46782,474882,138320,98929,437980,1367958,275014,116146,73226,648731,222807,286013,7082025
2021-12-29T17:00:00+0000,241882,329720,1014526,1324456,47175,477612,139939,99847,441476,1375618,276374,117591,73633,651390,224272,288181,7123692
2021-12-30T17:00:00+0000,243785,332241,1019898,1329283,47870,480565,141569,100778,444652,1383714,277912,119571,73996,653904,225512,289905,7165155
2021-12-31T17:00:00+0000,244702,333296,1024123,1332906,48478,482620,142602,101450,446870,1390022,278740,121102,74369,655629,226249,290961,7194119
2022-01-01T17:00:00+0000,245221,333625,1025814,1335218,48885,483692,143411,101711,447838,1392938,279164,122056,74582,656275,226618,291290,7208338
2022-01-02T17:00:00+0000,245424,334366,1027371,1337579,49386,484739,144387,102001,448389,1396259,279749,123036,74772,656916,226942,291588,7222904
2022-01-03T17:00:00+0000,247140,338084,1031166,1341587,49946,487395,145921,102481,450570,1403502,281276,124880,74994,659284,227774,292863,7258863
2022-01-04T17:00:00+0000,250487,342563,1039338,1349483,50837,492063,148217,104103,455267,1415895,284093,127742,75711,663272,229395,294885,7323351
2022-01-05T17:00:00+0000,253369,348095,1046854,1357857,52252,496771,150660,105529,460345,1429311,286730,130803,76321,665635,230888,296417,7387837
2022-01-06T17:00:00+0000,255487,354221,1051269,1363984,53442,501026,152803,106723,465358,1442035,289420,134668,77028,667491,231573,297612,7444140
2022-01-07T17:00:00+0000,257261,360168,1056602,1370702,55389,505277,155320,107773,469893,1454732,291529,138090,77560,669066,232234,298447,7500043
2022-01-08T17:00:00+0000,258218,362142,1061801,1377436,55867,508288,156499,108422,473169,1462806,292767,139440,78132,670245,232774,299083,7537089
2022-01-09T17:00:00+0000,258727,363022,1065229,1382448,56346,510089,157869,108780,474633,1467910,293531,140686,78440,670620,233118,299388,7560836
2022-01-10T17:00:00+0000,260181,370018,1071648,1389908,58189,513920,160195,109270,478250,1479423,295513,143433,78724,672023,233963,299919,7614577
2022-01-11T17:00:00+0000,263019,377341,1084133,1403473,59721,521243,162888,111031,484781,1496771,298692,147456,79470,674360,235328,300978,7700685
2022-01-12T17:00:00+0000,266037,385191,1096463,1418138,61773,528592,166777,112332,491493,1515037,301811,150792,80280,676193,236380,301800,7789089
2022-01-13T17:00:00+0000,268749,392072,1108081,1430878,63284,536187,170641,113590,498118,1533021,305006,154691,81172,677794,237336,302539,7873159
2022-01-14T17:00:00+0000,271742,398484,1117963,1442612,64801,544092,173969,114783,504571,1551567,308093,158220,81927,679652,238277,303185,7953938
2022-01-15T17:00:00+0000,273381,400424,1124978,1453074,65264,548757,176802,115982,509867,1565824,310072,160749,82680,680891,238960,303570,8011275
2022-01-16T17:00:00+0000,274053,401825,1128836,1460191,65635,552060,179634,116350,512304,1574509,310920,162747,83139,681570,239324,303761,8046858
2022-01-17T17:00:00+0000,277341,410403,1138235,1472638,67137,558850,184074,116940,517309,1594178,314685,166026,83550,683723,240105,304407,8129601
2022-01-18T17:00:00+0000,281976,420513,1155306,1493417,68812,568003,189598,119719,526860,1621353,319494,171318,84665,687360,242203,305739,8256336
2022-01-19T17:00:00+0000,288182,433219,1172222,1515809,70819,579220,196020,122168,538103,1652024,325052,175928,86194,690470,244007,307009,8396446
2022-01-20T17:00:00+0000,294537,446277,1190038,1539768,71887,591879,202785,124335,549300,1682132,331442,180940,88064,693459,245897,308242,8540982
2022-01-21T17:00:00+0000,300065,458361,1209100,1561250,73960,603298,208870,126767,561156,1716116,337363,185794,89461,696418,247729,309338,8685046
2022-01-22T17:00:00+0000,302978,461530,1221794,1579990,74578,611095,212402,128589,569553,1741111,340830,188643,90858,698407,248790,310112,8781260
2022-01-23T17:00:00+0000,304414,462821,1229479,1594190,74931,616916,216791,129108,573759,1756419,342568,191356,91610,699174,249305,310287,8843128
2022-01-24T17:00:00+0000,309410,477167,1244040,1615613,77441,629048,223235,130266,582699,1792562,348230,195649,92295,702579,250890,311259,8982383
2022-01-25T17:00:00+0000,316272,492335,1267872,1648820,79546,644566,230344,134409,597197,1837374,355479,201521,94315,708677,253882,313226,9175835
2022-01-26T17:00:00+0000,323261,506477,1292387,1679785,81233,661544,238137,137598,610873,1886145,363519,206455,96333,714197,257475,315136,9370555
2022-01-27T17:00:00+0000,329863,519357,1318113,1713649,82839,679095,245516,140673,626642,1934777,371766,211421,98521,719055,261153,316991,9569431
2022-01-28T17:00:00+0000,336494,530208,1343512,1748821,84469,695222,252041,143627,640817,1979623,379406,215428,100384,724002,264495,318519,9757068
2022-01-29T17:00:00+0000,340626,533608,1360230,1775398,85015,705627,254973,145931,650897,2011487,383343,218336,102004,727539,266613,319825,9881452
2022-01-30T17:00:00+0000,342232,534686,1369959,1794312,85705,712548,257209,146603,655392,2032152,385448,219885,103134,728699,267640,320397,9956001
2022-01-31T17:00:00+0000,348425,547185,1390428,1818425,87242,729001,262653,148392,666227,2070743,392963,223534,104231,733466,270249,321615,10114779
2022-02-01T17:00:00+0000,357544,562056,1420414,1860686,88568,747061,269768,152827,683171,2122602,402516,228408,106700,743210,275186,324640,10345357
2022-02-02T17:00:00+0000,366475,575603,1452675,1908182,90228,766347,276286,156574,701007,2177177,411936,233414,109668,750847,280355,327981,10584755
2022-02-03T17:00:00+0000,374480,588136,1487055,1954815,92047,786593,281801,160429,718912,2230958,421457,238655,112072,758307,285363,330972,10822052
2022-02-04T17:00:00+0000,381487,596639,1517441,1993890,93382,803495,287002,163994,736733,2281134,430081,242851,114390,765074,290618,333670,11031881
2022-02-05T17:00:00+0000,384692,599051,1536976,2023042,94020,814783,289191,166801,748247,2313220,434588,245188,116659,769727,293155,335907,11165247
2022-02-06T17:00:00+0000,385761,599722,1549343,2043967,94686,822776,291238,168243,753937,2333493,436811,246434,117566,771984,295230,336881,11248072
2022-02-07T17:00:00+0000,392024,610532,1572877,2073694,96839,838599,296091,170077,766559,2377651,446257,249848,118677,778674,299127,338748,11426274
2022-02-08T17:00:00+0000,402175,622511,1607460,2117775,98258,858480,301392,175001,789044,2431707,456292,254919,121715,791426,306474,342741,11677370
2022-02-09T17:00:00+0000,411571,633673,1642162,2164753,99674,879269,306050,179761,809142,2486430,466015,259176,124609,801963,313554,347112,11924914
2022-02-10T17:00:00+0000,421102,642398,1676259,2209824,100910,896223,311085,183401,828393,2536782,475192,263138,127163,810765,320876,351475,12154986
2022-02-11T17:00:00+0000,428640,649702,1710072,2248971,102008,911252,314845,186911,843667,2585177,482347,266376,129512,819104,328174,354813,12361571
2022-02-12T17:00:00+0000,431977,651007,1730598,2275977,102512,918535,316071,189232,853528,2615009,486025,268308,131576,824518,331582,357399,12483854
2022-02-13T17:00:00+0000,433054,651454,1745295,2295054,103142,922839,317688,190541,858621,2631305,487912,269529,132610,827067,333392,358439,12557942
2022-02-14T17:00:00+0000,439204,660656,1770157,2322936,104038,934326,321590,192650,868165,2666387,496189,272806,133590,835662,337411,360597,12716364
2022-02-15T17:00:00+0000,448606,670501,1805333,2365030,105119,949625,325562,198120,887939,2713143,506114,277450,136326,847471,343827,365031,12945197
2022-02-16T17:00:00+0000,457651,677955,1840830,2414453,106122,964872,328736,202197,910748,2758241,515262,281570,139059,857364,350860,369533,13175453
2022-02-17T17:00:00+0000,465786,684886,1874458,2464651,106856,978506,331963,206247,927932,2798501,524476,285515,141380,865995,357252,374343,13388747
2022-02-18T17:00:00+0000,472364,691954,1903394,2500401,107903,990120,334722,210025,942801,2833226,532150,289114,143506,874514,363364,377958,13567516
2022-02-19T17:00:00+0000,475238,693982,1922947,2528872,108441,996942,335942,212474,953200,2859081,535861,291392,145346,879734,366765,380892,13687109
2022-02-20T17:00:00+0000,475997,694369,1935734,2547636,108844,1001194,336913,213402,957880,2870089,537367,292589,146114,882380,368636,382203,13751347
2022-02-21T17:00:00+0000,481403,703147,1957036,2574089,109532,1008511,339215,215325,968781,2897278,545489,296268,147058,890099,372908,384905,13891044
2022-02-22T17:00:00+0000,489654,711689,1990537,2618245,110259,1021684,341817,221064,989970,2937488,554561,301993,149452,900903,380113,390304,14109733
2022-02-23T17:00:00+0000,496701,720251,2021291,2662286,111476,1032236,344405,226097,1009267,2977243,562102,306816,151326,912470,388647,395608,14318222
2022-02-24T17:00:00+0000,504405,728109,2051369,2699134,112435,1043877,346144,230387,1026938,3011113,569872,311452,153888,921848,396592,400877,14508440
2022-02-25T17:00:00+0000,510561,734596,2078233,2735335,113170,1054318,347853,234089,1042459,3042356,576837,315521,155742,929587,404321,405339,14680317
2022-02-26T17:00:00+0000,512959,735809,2094377,2764523,113484,1059891,349024,237203,1052742,3062834,580327,317080,157372,934714,407525,409017,14788881
2022-02-27T17:00:00+0000,513497,736220,2105497,2780686,113838,1062755,350038,238523,1056326,3072363,581655,317800,158050,936947,409883,410264,14844342
2022-02-28T17:00:00+0000,518637,742971,2125868,2804843,114374,1069969,351863,240541,1067817,3093568,588306,323048,159056,945037,414017,413156,14973071
2022-03-01T17:00:00+0000,527375,749664,2154811,2837489,115287,1079736,354587,247070,1088164,3126886,597564,329272,161497,958489,420597,418578,15167066
2022-03-02T17:00:00+0000,535029,756601,2185362,2879156,116336,1090529,356922,252602,1108096,3164575,606239,334938,163859,970190,428139,424042,15372615
2022-03-03T17:00:00+0000,541900,763050,2217480,2917775,117149,1102225,359425,257708,1127736,3211691,616759,339667,166642,980099,435458,430357,15585121
2022-03-04T17:00:00+0000,547793,768512,2248064,2951840,117870,1113091,361565,262607,1145829,3251005,626949,344473,169175,988936,442105,435630,15775444
2022-03-05T17:00:00+0000,550758,769960,2269664,2978537,118355,1120165,362820,265649,1156956,3274945,631468,346089,171236,995156,445820,440042,15897620
2022-03-06T17:00:00+0000,551408,770260,2283142,2997108,118735,1123638,364421,266972,1162072,3298824,633504,346709,172280,997356,448692,441977,15977098
2022-03-07T17:00:00+0000,556596,775715,2309177,3026158,119281,1132676,366724,269817,1174810,3332877,644307,353316,173867,1006761,453848,446910,16142840
2022-03-08T17:00:00+0000,565231,776116,2349389,3076048,120362,1144970,369609,277578,1197319,3381283,656764,360215,177099,1023897,460922,454039,16390841
2022-03-09T17:00:00+0000,573038,784567,2390381,3127013,121796,1158261,372889,284543,1222721,3429679,668481,367344,180351,1039590,469437,462434,16652525
2022-03-10T17:00:00+0000,580477,791504,2430000,3178130,122983,1170696,376009,290664,1248402,3478756,679437,374190,183881,1053948,477310,470449,16906836
2022-03-11T17:00:00+0000,587545,798905,2468424,3223513,124137,1184491,379089,296646,1272497,3522969,689778,381174,186848,1067396,484570,477612,17145594
2022-03-12T17:00:00+0000,591010,800254,2492824,3259730,124567,1192243,380803,300648,1288672,3552419,694684,384987,189546,1076726,489731,482458,17301302
2022-03-13T17:00:00+0000,591706,800611,2508736,3283028,124886,1196517,382569,302532,1295423,3569343,697629,387481,191165,1080650,492746,485123,17390145
2022-03-14T17:00:00+0000,597811,810380,2538537,3317792,126695,1208872,386487,306535,1312228,3609352,709790,394494,193211,1095810,498753,491307,17598054
2022-03-15T17:00:00+0000,606681,819190,2581171,3367854,128291,1222818,390469,315359,1341306,3663250,723258,403931,197561,1115944,506737,499363,17883183
2022-03-16T17:00:00+0000,615587,828437,2623696,3427714,130083,1239910,394970,323657,1373282,3719329,738290,412829,201882,1136294,515984,508686,18190630
2022-03-17T17:00:00+0000,623647,835591,2665887,3485268,131689,1256403,399430,331407,1404022,3773251,752489,421437,205834,1156658,525177,517361,18485551
2022-03-18T17:00:00+0000,629813,841275,2705224,3534154,132884,1271161,403248,337683,1431577,3818808,764369,429313,209152,1174020,532592,524944,18740217
2022-03-19T17:00:00+0000,631298,841763,2727027,3566429,133736,1278584,405265,341822,1449543,3842556,769703,433501,211887,1183596,537006,529524,18883240
2022-03-20T17:00:00+0000,631733,842008,2740878,3587854,134533,1283948,407070,342869,1457351,3861801,771704,436609,213241,1187745,539793,533201,18972338
2022-03-21T17:00:00+0000,638927,851056,2773664,3629016,135986,1301097,411793,347556,1481725,3905259,784736,444213,215418,1203080,546582,540045,19210153
2022-03-22T17:00:00+0000,647872,860715,2814230,3684099,137692,1318413,417035,356484,1516649,3958891,799565,454700,219924,1223838,555648,549182,19514937
2022-03-23T17:00:00+0000,655757,870030,2857158,3742753,139389,1337583,422343,364004,1550853,4015462,815482,463373,223832,1241650,565103,558081,19822853
2022-03-24T17:00:00+0000,662438,877912,2893800,3800276,141857,1355483,427507,370439,1583658,4066187,831488,471850,227742,1258098,573811,566667,20109213
2022-03-25T17:00:00+0000,667151,884396,2925412,3847847,143811,1371736,431631,375916,1614264,4109880,844447,479222,231468,1271227,581206,573884,20353498
2022-03-26T17:00:00+0000,668604,885665,2941928,3878346,144539,1382054,433703,380066,1632231,4136708,849681,483103,234276,1277702,584633,578387,20491626
2022-03-27T17:00:00+0000,668979,886009,2949372,3897317,145151,1386637,435350,380949,1639282,4151081,852027,484953,235608,1280672,586969,580861,20561217
2022-03-28T17:00:00+0000,674454,893187,2978971,3931781,148171,1402859,439953,384321,1660793,4184953,866686,492480,237729,1292243,592976,586549,20768106
2022-03-29T17:00:00+0000,682363,900594,3015304,3980288,150684,1420915,445432,391073,1693296,4234745,882303,501918,241786,1308194,599803,593845,21042543
2022-03-30T17:00:00+0000,688074,907972,3049731,4030660,152546,1439088,450512,397337,1724179,4279434,896454,510884,245875,1320972,606836,602043,21302597
2022-03-31T17:00:00+0000,693150,913465,3078948,4078145,154813,1455952,454809,402646,1750390,4320797,908332,518173,249889,1331612,612955,610638,21534714
2022-04-01T17:00:00+0000,697025,918749,3102441,4111183,156435,1469700,458723,406470,1772229,4353750,918159,523899,253240,1339489,617957,617388,21716837
2022-04-02T17:00:00+0000,697769,919361,3112116,4131751,156930,1476919,460664,409155,1783013,4373138,922338,526158,255957,1343506,620359,620780,21809914
2022-04-03T17:00:00+0000,698029,919525,3116853,4143786,157767,1480981,462786,410051,1786477,4383294,923668,527752,256309,1344827,621885,622430,21856420
2022-04-04T17:00:00+0000,702816,925381,3138912,4166769,159145,1491519,466823,412276,1802541,4412500,934079,534159,258092,1352754,625945,628106,22011817
2022-04-05T17:00:00+0000,708424,932458,3165673,4203140,160281,1505392,471338,418363,1829863,4449191,946826,541550,261073,1363991,631092,634198,22222853
2022-04-06T17:00:00+0000,712494,937185,3190688,4235811,162233,1519404,475575,422363,1851970,4485083,957950,547679,264127,1372196,636351,640761,22411870
2022-04-07T17:00:00+0000,715459,941968,3212109,4265422,163578,1531546,480592,425890,1872896,4516746,966510,553694,266933,1379232,640486,646712,22579773
2022-04-08T17:00:00+0000,718121,945590,3230600,4289328,164495,1542549,484474,429036,1890825,4545255,974137,559158,269479,1385239,643683,650721,22722690
2022-04-09T17:00:00+0000,718855,946043,3239039,4305089,164981,1548757,486314,431241,1899292,4562863,976691,561774,271550,1388533,645005,652715,22798742
2022-04-10T17:00:00+0000,719053,946247,3243624,4314686,165424,1552830,488363,432062,1903396,4573289,978292,562974,271624,1389984,646114,653467,22841429
2022-04-11T17:00:00+0000,722251,950970,3263893,4332328,167093,1563830,492102,433994,1921512,4599251,987277,570024,273753,1396107,649733,657836,22981954
2022-04-12T17:00:00+0000,726847,956162,3288417,4361565,168539,1577001,496771,438648,1946124,4633562,996835,576894,276585,1405263,653282,662039,23164534
2022-04-13T17:00:00+0000,730011,960455,3309557,4385789,170384,1589003,500754,441427,1967898,4665096,1005836,583075,279003,1411121,657640,666388,23323437
2022-04-14T17:00:00+0000,732684,964004,3328777,4409350,171520,1600336,504829,444194,1987998,4696919,1014666,589873,281285,1416754,661382,669714,23474285
2022-04-15T17:00:00+0000,733124,964305,3335875,4421589,171592,1605273,507746,446034,1996088,4711683,1016456,591814,282029,1418724,662348,670550,23535230
2022-04-16T17:00:00+0000,733597,964927,3340316,4433349,172753,1611630,509127,446947,2000355,4724502,1018761,592938,283264,1420021,662982,671534,23587003
2022-04-17T17:00:00+0000,733831,965132,3343651,4441768,172950,1614875,510697,447833,2004905,4732124,1019659,594205,283375,1421080,663385,671692,23621162
2022-04-18T17:00:00+0000,734193,965783,3348309,4449068,172964,1619318,512608,448514,2008813,4740898,1020300,595659,283375,1422176,663864,672121,23657963
2022-04-19T17:00:00+0000,737927,970589,3370045,4468631,174636,1632679,516242,449608,2029719,4770828,1030048,605952,286249,1429117,668182,676243,23816695
2022-04-20T17:00:00+0000,742552,974529,3392476,4493934,176477,1647452,520501,453634,2055247,4806141,1040639,615598,288607,1436191,673136,679383,23996497
2022-04-21T17:00:00+0000,745988,977856,3410375,4516939,178134,1660295,525041,456132,2080220,4836216,1049509,623443,290596,1441664,677334,682788,24152530
2022-04-22T17:00:00+0000,748498,980706,3425035,4532610,179391,1670274,528774,458465,2100362,4860274,1056062,629169,292028,1445596,680262,684714,24272220
2022-04-23T17:00:00+0000,748922,981280,3429975,4544143,180030,1675708,530712,459668,2108038,4873004,1057985,631078,293172,1446750,681019,685202,24326686
2022-04-24T17:00:00+0000,749151,981431,3432478,4551114,180605,1678065,531868,460170,2110757,4879556,1058881,631911,293242,1447540,681618,685343,24353730
2022-04-25T17:00:00+0000,752483,986020,3447981,4565888,181226,1689184,535415,461024,2126874,4901471,1066423,639530,294479,1452806,684218,687734,24472756
2022-04-26T17:00:00+0000,756581,990178,3465349,4588011,182316,1700401,539425,463795,2147149,4927028,1074235,646395,296412,1458433,686969,689613,24612290
2022-04-27T17:00:00+0000,759345,994359,3479497,4608132,183432,1711093,542162,465263,2163136,4949311,1079791,651751,297642,1462090,689588,691478,24728070
2022-04-28T17:00:00+0000,761273,998262,3490843,4623794,184247,1719333,544956,466476,2176391,4967589,1084382,656626,298722,1465290,691651,693031,24822866
2022-04-29T17:00:00+0000,762799,1000875,3500872,4637344,184748,1726558,546986,467564,2186911,4982933,1087908,660379,299731,1468024,693558,694085,24901275
2022-04-30T17:00:00+0000,763105,1001183,3504755,4644594,185261,1729627,548033,467872,2191398,4991162,1089031,661835,300517,1468610,694001,694322,24935306
2022-05-01T17:00:00+0000,763185,1001300,3506538,4648906,185323,1730433,549200,467975,2193134,4994920,1089520,662456,300517,1469019,694310,694424,24951160
2022-05-02T17:00:00+0000,765302,1003727,3517429,4662704,185966,1738403,550610,468891,2204966,5011161,1094596,668268,301407,1472723,696122,695878,25038153
2022-05-03T17:00:00+0000,768137,1007997,3529699,4680834,187257,1746911,552959,470783,2220526,5031343,1099690,673890,302700,1476615,698358,697184,25144883
2022-05-04T17:00:00+0000,769927,1010411,3541809,4697096,188035,1754730,555113,471754,2232485,5048728,1104510,678474,303652,1479273,700397,698411,25234805
2022-05-05T17:00:00+0000,771620,1012514,3551863,4711608,188783,1760977,557031,472757,2244018,5064586,1109637,682282,304480,1481772,702029,699338,25315295
2022-05-06T17:00:00+0000,772735,1014139,3560252,4723697,189314,1766486,558702,473561,2253454,5078738,1113179,685908,305277,1483862,703185,700067,25382556
2022-05-07T17:00:00+0000,772944,1014290,3563122,4730568,189737,1768498,559656,473642,2256709,5085527,1113987,686929,305811,1484475,703507,700152,25409554
2022-05-08T17:00:00+0000,772981,1014408,3564663,4733893,189778,1769598,560471,473700,2258071,5089118,1114172,687500,305837,1484777,703716,700200,25422883
2022-05-09T17:00:00+0000,774962,1018094,3575038,4746690,190536,1778745,561880,474917,2269167,5104541,1119748,692653,306678,1487405,705301,701445,25507800
2022-05-10T17:00:00+0000,777255,1021277,3586981,4763493,191627,1786609,564185,476630,2283200,5122233,1124406,697656,307702,1489988,707112,702388,25602742
2022-05-11T17:00:00+0000,778752,1023870,3596894,4778036,192460,1793958,566100,477542,2292462,5137716,1128375,701194,308454,1492265,708578,703354,25680010
2022-05-12T17:00:00+0000,779806,1026352,3604594,4790460,193094,1800172,567474,478284,2301631,5150992,1131244,704076,309145,1493871,709758,704132,25745085
2022-05-13T17:00:00+0000,780857,1028577,3611858,4799888,193575,1805448,569050,479205,2309916,5162687,1133696,707064,309636,1495347,710632,704655,25802091
2022-05-14T17:00:00+0000,781017,1028880,3613981,4804746,193806,1807252,569835,479274,2312558,5167869,1134212,707598,309964,1495781,710727,704699,25822199
2022-05-15T17:00:00+0000,781059,1028985,3615067,4807491,193852,1807776,570387,479294,2313718,5170187,1134384,707971,309964,1496104,710826,704755,25831820
2022-05-16T17:00:00+0000,782346,1031610,3623801,4817500,194504,1814823,571499,480120,2321636,5183424,1137941,712481,310565,1497785,711963,705506,25897504
2022-05-17T17:00:00+0000,783560,1033780,3632116,4829130,195394,1820964,573146,481501,2331740,5197738,1140841,715606,311225,1499611,713067,706271,25965690
2022-05-18T17:00:00+0000,784753,1035564,3638802,4838267,195895,1825332,574687,482206,2338529,5210264,1143344,718474,311678,1500871,714083,706796,26019545
2022-05-19T17:00:00+0000,785573,1037414,3644181,4845590,196438,1828734,575967,482796,2344459,5220346,1145271,720818,312111,1501997,714930,707206,26063831
2022-05-20T17:00:00+0000,786197,1039024,3648984,4851992,197008,1832594,576905,483422,2349472,5229273,1147218,723141,312489,1503001,715489,707612,26103821
2022-05-21T17:00:00+0000,786303,1039268,3650506,4855281,197333,1833758,577343,483487,2351274,5233089,1147530,723495,312489,1503212,715564,707686,26117618
2022-05-22T17:00:00+0000,786342,1039332,3651068,4856815,197355,1834230,577759,483511,2352158,5235066,1147661,723992,312528,1503407,715606,707733,26124563
2022-05-23T17:00:00+0000,787253,1041607,3656719,4863393,197746,1839591,578722,484251,2357717,5245140,1150248,726974,313044,1504646,716304,708282,26171637
2022-05-24T17:00:00+0000,788190,1043702,3662159,4870744,198255,1843919,580057,485196,2364104,5255207,1152211,729345,313475,1505979,717044,708730,26218317
2022-05-25T17:00:00+0000,788930,1045267,3666140,4876512,198689,1847033,581017,485593,2368955,5263330,1153622,731406,313786,1506790,717564,709069,26253703
2022-05-26T17:00:00+0000,788983,1045342,3667196,4878039,198733,1847500,581565,485675,2369987,5265917,1153770,731792,313786,1507013,717643,709101,26262042
2022-05-27T17:00:00+0000,789544,1047124,3670823,4883570,198937,1851619,582359,486100,2373742,5272551,1155322,733872,314232,1507687,717871,709307,26294660
2022-05-28T17:00:00+0000,789677,1047425,3671944,4885205,199146,1852423,582915,486165,2375245,5275799,1155697,734254,314232,1507893,717925,709337,26305282
2022-05-29T17:00:00+0000,789710,1047498,3672739,4886209,199173,1852901,583271,486208,2376019,5277703,1155870,734716,314232,1508112,717978,709388,26311727
2022-05-30T17:00:00+0000,790581,1049189,3677520,4893442,199582,1858267,584328,486919,2381553,5287808,1158417,737898,314863,1509593,718750,709927,26358637
2022-05-31T17:00:00+0000,791695,1050916,3683120,4901033,200062,1863232,585870,488038,2388334,5299484,1160893,740801,315439,1511158,719633,710461,26410169
2022-06-01T17:00:00+0000,792544,1052542,3687850,4907795,200492,1867739,587078,488640,2394556,5310231,1162947,743345,315902,1512250,720203,710909,26455023
2022-06-02T17:00:00+0000,793257,1053786,3692532,4914484,200755,1872331,588250,489150,2399987,5320546,1165060,745839,316329,1513250,720652,711213,26497421
2022-06-03T17:00:00+0000,793910,1054842,3696757,4920682,201149,1876804,589407,489660,2405092,5330285,1167000,747606,316762,1514188,721244,711453,26536841
2022-06-04T17:00:00+0000,794020,1055003,3698106,4922225,201299,1877803,590097,489723,2407173,5334485,1167278,748339,316762,1514496,721308,711500,26549617
2022-06-05T17:00:00+0000,794050,1055070,3698957,4923385,201335,1878213,590469,489773,2408147,5336753,1167427,748825,316762,1514631,721370,711559,26556726
2022-06-06T17:00:00+0000,794183,1055250,3700056,4924243,201336,1878828,591125,489803,2409204,5340013,1167794,749494,316817,1514922,721401,711600,26566069
2022-06-07T17:00:00+0000,795271,1058137,3707074,4935846,201898,1886441,592724,490670,2418006,5356197,1172133,753564,317859,1516919,722308,712253,26637300
2022-06-08T17:00:00+0000,796835,1060077,3714774,4947326,202861,1894441,595073,492166,2430249,5376336,1176154,758659,318725,1519184,723539,712936,26719335
2022-06-09T17:00:00+0000,798073,1061860,3721633,4957833,203403,1901115,596943,492925,2440532,5395000,1180490,762055,319500,1521125,724582,713579,26790648
2022-06-10T17:00:00+0000,799231,1063671,3727809,4966222,203936,1908493,598748,493859,2451087,5411029,1183919,765241,320351,1522722,725589,714055,26855962
2022-06-11T17:00:00+0000,799486,1064134,3729568,4969010,204189,1910181,599442,493965,2454727,5417242,1184348,766080,320352,1523087,725730,714120,26875661
