time_iso8601,DE-BB,DE-BE,DE-BW,DE-BY,DE-HB,DE-HE,DE-HH,DE-MV,DE-NI,DE-NW,DE-RP,DE-SH,DE-SL,DE-SN,DE-ST,DE-TH,sum_cases
2020-10-31T20:00:00+0000,8552,32230,83027,106389,5527,41495,13752,2879,37879,133844,20708,8292,7102,18015,5288,7121,532100
2020-11-01T20:00:00+0000,8785,32592,84624,108424,5688,42895,14035,2928,38820,137544,21199,8467,7261,18752,5420,7274,544708
2020-11-02T20:00:00+0000,8963,33305,86084,111750,5897,44317,14286,2977,39824,142685,21919,8627,7427,19744,5588,7372,560765
2020-11-03T20:00:00+0000,9259,34818,88478,114733,6104,45549,14742,3131,40909,146263,22626,8828,7700,20721,5754,7659,577274
2020-11-04T20:00:00+0000,9719,35966,91309,118584,6363,47035,15130,3308,42293,151323,23529,9065,7968,21904,6051,7973,597520
2020-11-05T20:00:00+0000,10089,37353,94218,122370,6615,48951,15777,3441,43748,156632,24472,9328,8306,23240,6353,8277,619170
2020-11-06T20:00:00+0000,10655,38682,97118,126322,6903,50839,16262,3578,45247,162397,25461,9620,8571,25012,6646,8594,641907
2020-11-07T20:00:00+0000,10971,39379,99626,129507,7088,52451,16854,3689,46472,166800,25980,9831,8854,25733,6753,8804,658792
2020-11-08T20:00:00+0000,11344,39620,101317,132554,7161,53957,17139,3741,47419,170313,26626,10001,8992,26746,6929,9018,672877
2020-11-09T20:00:00+0000,11526,40460,103287,136315,7266,55064,17437,3794,48358,174702,27354,10272,9140,27771,7110,9181,689037
2020-11-10T20:00:00+0000,11828,42014,105335,139253,7385,56652,17859,3919,49478,178528,28182,10487,9376,28831,7308,9354,705789
2020-11-11T20:00:00+0000,12237,43146,108196,143126,7602,58562,18255,4033,50853,182982,29347,10773,9642,30218,7588,9711,726271
2020-11-12T20:00:00+0000,12613,45106,111345,147517,7848,60565,18915,4168,52588,188219,30422,10996,9885,31553,7885,10070,749695
2020-11-13T20:00:00+0000,13106,46434,114359,151973,8018,62494,19450,4301,54215,194036,31578,11249,10114,32903,8150,10485,772865
2020-11-14T20:00:00+0000,13508,47265,116353,155120,8210,63780,19978,4397,55358,198597,32123,11396,10340,33627,8282,10784,789118
2020-11-15T20:00:00+0000,13787,47697,117923,158353,8303,65299,20221,4435,56293,202190,32724,11542,10474,34752,8424,11005,803422
2020-11-16T20:00:00+0000,14000,49034,119764,161067,8334,66427,20406,4468,56938,205955,33500,11661,10523,35886,8602,11223,817788
2020-11-17T20:00:00+0000,14389,50606,121723,163494,8457,67660,20830,4623,57962,209872,34162,11935,10722,37042,8804,11488,833769
2020-11-18T20:00:00+0000,14857,52063,124632,167085,8753,69567,21076,4792,59370,214589,35158,12167,10868,38681,9135,11908,854701
2020-11-19T20:00:00+0000,15303,53314,128059,171402,8877,71991,21735,4934,60985,220398,36173,12415,11214,39701,9426,12330,878257
2020-11-20T20:00:00+0000,15800,55017,130916,175942,9051,73978,22097,5067,62563,225982,37198,12662,11409,41214,9785,12978,901659
2020-11-21T20:00:00+0000,16299,56068,133062,179524,9208,75340,22530,5163,63559,229962,37766,12812,11537,42174,9946,13415,918365
2020-11-22T20:00:00+0000,16699,56504,134816,182610,9300,76837,22702,5194,64354,233194,38422,12933,11688,43366,10274,13869,932762
2020-11-23T20:00:00+0000,17008,57309,136257,185333,9315,78046,22939,5249,65430,236086,39342,13096,11740,44875,10500,14102,946627
2020-11-24T20:00:00+0000,17458,58924,138081,188300,9456,79138,23331,5368,66245,239619,40037,13325,11939,46377,10755,14532,962885
2020-11-25T20:00:00+0000,17928,60554,140786,192338,9651,80827,23694,5513,67597,244016,40945,13591,12140,48031,11073,15029,983713
2020-11-26T20:00:00+0000,18490,61664,143521,196368,9758,82798,24054,5695,68908,248926,41793,13826,12347,49983,11471,15705,1005307
2020-11-27T20:00:00+0000,19090,63064,146433,200593,9876,84545,24306,5822,70290,253451,42711,14055,12562,52401,11922,16319,1027440
2020-11-28T20:00:00+0000,19677,63888,148701,203754,10047,85854,24606,5910,71034,257091,43120,14192,12827,53620,12123,16717,1043161
2020-11-29T20:00:00+0000,19996,64220,150279,206504,10078,87091,24710,5953,71784,260059,43701,14287,12914,55123,12502,17079,1056280
2020-11-30T20:00:00+0000,20318,65145,151748,209271,10104,87978,24860,5997,72418,262948,44415,14416,12963,57025,12735,17451,1069792
2020-12-01T20:00:00+0000,20804,66306,153638,212473,10257,89032,25149,6129,73219,265979,45097,14608,13198,58868,13174,17728,1085659
2020-12-02T20:00:00+0000,21476,67264,156717,216195,10429,90510,25475,6263,74220,270057,46105,14871,13396,60947,13660,18215,1105800
2020-12-03T20:00:00+0000,22103,68508,159594,220751,10504,92226,25781,6450,75610,274843,47147,15145,13626,63308,14139,19007,1128742
2020-12-04T20:00:00+0000,22859,69768,162683,225049,10645,93957,26277,6608,76836,279515,48401,15422,13904,65825,14704,19830,1152283
2020-12-05T20:00:00+0000,23443,71088,165329,228215,10775,95275,26624,6704,77653,283679,48911,15624,14139,67232,14990,20412,1170093
2020-12-06T20:00:00+0000,23874,71443,167283,230995,10836,96728,26855,6781,78429,286799,49539,15808,14286,69783,15371,20860,1185670
2020-12-07T20:00:00+0000,24223,72083,169148,234052,10870,97739,27086,6840,79144,289442,50420,16026,14358,71475,15744,21304,1199954
2020-12-08T20:00:00+0000,24840,73431,171579,237422,10980,99105,27367,7065,80109,292858,51135,16364,14614,73517,16166,21777,1218329
2020-12-09T20:00:00+0000,25570,74554,175192,241629,11188,100900,27700,7362,81206,297497,52261,16708,15068,76016,16836,22523,1242210
2020-12-10T20:00:00+0000,26472,76210,179580,246603,11373,102950,28206,7601,82695,303049,53574,17151,15434,78811,17487,23499,1270695
2020-12-11T20:00:00+0000,27678,77212,183493,251507,11498,105081,28624,7872,84126,308563,55038,17488,15731,82164,18164,24568,1298807
2020-12-12T20:00:00+0000,28548,78250,186573,255499,11663,107105,29139,8072,85228,313351,55678,17951,16024,83740,18660,25364,1320845
2020-12-13T20:00:00+0000,29200,78798,188760,258559,11725,108579,29412,8234,86303,317361,56440,18132,16165,86754,19060,26025,1339507
2020-12-14T20:00:00+0000,29743,79806,191241,262045,11743,109585,29715,8320,86983,320713,57461,18358,16282,89166,19558,26518,1357237
2020-12-15T20:00:00+0000,30530,80935,194043,265497,11870,110948,29994,8642,88083,324593,58338,18842,16576,92415,20109,27237,1378652
2020-12-16T20:00:00+0000,31540,82218,198190,270723,12082,113138,30563,8957,89493,330097,59638,19318,16929,95683,20872,28091,1407532
2020-12-17T20:00:00+0000,32790,83691,202444,275842,12254,115663,31048,9234,91200,336368,60887,19846,17333,98700,21688,29492,1438480
2020-12-18T20:00:00+0000,33983,85236,206940,281421,12370,118007,31595,9482,92976,342411,62065,20341,17651,102150,22754,30609,1469991
2020-12-19T20:00:00+0000,35271,86561,210461,285319,12456,119923,32120,9670,94379,347577,62784,20750,17939,103927,23380,31522,1494039
2020-12-20T20:00:00+0000,36006,87077,213053,288954,12607,122045,32429,9804,95538,351986,63734,21073,18126,107003,24030,32568,1516033
2020-12-21T20:00:00+0000,36797,88030,215309,292016,12651,122962,32730,9910,96429,355979,64815,21330,18261,109208,24673,33010,1534110
2020-12-22T20:00:00+0000,37797,89534,218163,295122,12773,124239,33312,10217,97699,360065,65630,21898,18504,112218,25506,34018,1556695
2020-12-23T20:00:00+0000,39172,91127,222499,299636,13022,126739,33874,10540,99548,365824,66933,22570,18872,115742,26425,35380,1587903
2020-12-24T20:00:00+0000,40579,92079,225713,304163,13022,128667,34458,10688,101255,371043,67758,22868,19122,119356,27103,36736,1614610
2020-12-25T20:00:00+0000,41463,92357,228212,307287,13099,130116,34818,10844,102563,374825,68269,23113,19317,121099,27813,37885,1633080
2020-12-26T20:00:00+0000,42042,92992,229474,310038,13172,131313,35115,10946,103423,377518,68876,23363,19421,122394,28363,38654,1647104
2020-12-27T20:00:00+0000,42407,93807,230897,312493,13212,132069,35336,11065,103790,379785,69237,23542,19482,124141,28821,39104,1659188
2020-12-28T20:00:00+0000,42880,94453,232882,315064,13267,132647,35489,11178,104337,382229,70097,23807,19553,126428,29197,39372,1672880
2020-12-29T20:00:00+0000,43659,95740,235405,317522,13423,133626,35951,11637,105315,385734,70802,24296,19848,128868,29948,40159,1691933
2020-12-30T20:00:00+0000,44849,96799,238951,322247,13575,135823,36421,12037,107043,390935,72083,24802,20180,132279,30958,41342,1720324
2020-12-31T20:00:00+0000,46095,97442,242003,327129,13683,137940,36989,12184,109112,395490,73051,25113,20337,135419,31663,42523,1746173
2021-01-01T20:00:00+0000,47078,97649,243977,330486,13708,139367,37297,12365,110458,398275,73508,25259,20481,136764,32280,43691,1762643
2021-01-02T20:00:00+0000,47770,98109,244915,332558,13718,139992,37539,12457,110897,400485,74008,25552,20620,138242,32728,44198,1773788
2021-01-03T20:00:00+0000,48062,98765,245990,334411,13756,140611,37751,12586,111397,402179,74457,25765,20670,139828,33459,44722,1784409
2021-01-04T20:00:00+0000,48471,99536,247608,337012,13807,141206,37883,12758,111899,404467,75102,25970,20775,141000,33836,45104,1796434
2021-01-05T20:00:00+0000,49224,100771,249897,339687,13930,142268,38580,13246,113026,407318,75932,26557,21092,143082,34528,45695,1814833
2021-01-06T20:00:00+0000,50465,102077,252609,342942,14068,144506,39159,13694,114778,412258,77103,27094,21438,146579,35641,47029,1841440
2021-01-07T20:00:00+0000,52142,103646,255462,346996,14172,146479,39592,14042,116839,418138,78291,27552,21730,149597,36520,48541,1869739
2021-01-08T20:00:00+0000,53554,105125,258287,350884,14252,148164,40129,14444,118716,422904,79262,28055,21979,152352,37505,49946,1895558
2021-01-09T20:00:00+0000,54658,105857,260766,354075,14318,149581,40482,14675,120101,426694,79870,28468,22282,154537,38362,51056,1915782
2021-01-10T20:00:00+0000,55332,106197,262391,356624,14372,150826,40693,14765,121351,429535,80411,28635,22347,155575,39009,51837,1929900
2021-01-11T20:00:00+0000,55859,107233,263631,359168,14390,151365,40966,14900,121764,431335,81012,28883,22407,156681,39600,52321,1941515
2021-01-12T20:00:00+0000,56499,108303,265702,361392,14497,152423,41356,15332,122692,433958,81725,29257,22605,158614,40465,53031,1957851
2021-01-13T20:00:00+0000,57565,109525,268679,364825,14639,154061,41752,15705,124407,438079,82549,29727,22783,161218,41531,54241,1981286
2021-01-14T20:00:00+0000,58636,110747,271142,369071,14701,155740,42076,16005,125966,442498,83445,30164,23001,163364,42384,55319,2004259
2021-01-15T20:00:00+0000,59649,111737,273259,372095,14785,157177,42355,16380,127457,446307,84222,30569,23218,165189,43315,56300,2024014
2021-01-16T20:00:00+0000,60571,112232,274772,374705,14902,158158,42733,16631,128529,449498,84609,30945,23390,166395,43844,57118,2039032
2021-01-17T20:00:00+0000,61171,112516,276085,376744,14939,159130,42879,16751,129476,452004,85106,31172,23442,167192,44274,57754,2050635
2021-01-18T20:00:00+0000,61458,113060,277016,378445,14957,159704,43084,16942,130400,453398,85516,31422,23490,167749,44679,58178,2059498
2021-01-19T20:00:00+0000,62095,113884,278408,379948,15026,160381,43335,17263,131185,455528,86068,31855,23693,168778,45490,58690,2071627
2021-01-20T20:00:00+0000,62983,114616,280573,382592,15142,161937,43620,17558,132452,459005,87079,32314,23894,170618,46412,59616,2090411
2021-01-21T20:00:00+0000,64034,115517,282662,385278,15234,163416,43926,17827,133826,462852,87919,32834,24116,171867,47255,60575,2109138
2021-01-22T20:00:00+0000,64784,116132,284307,387816,15317,164680,44256,18164,135110,466104,88656,33257,24300,173092,48133,61396,2125504
2021-01-23T20:00:00+0000,65477,116595,285771,389600,15386,165607,44460,18352,135960,468911,89033,33732,24485,174010,48841,61928,2138148
2021-01-24T20:00:00+0000,66009,116755,286583,391443,15425,166356,44725,18465,136737,471024,89520,33878,24535,174830,49294,62494,2148073
2021-01-25T20:00:00+0000,66236,117124,287185,392662,15457,166759,44926,18644,137446,472518,89910,34050,24585,175195,49218,62680,2154595
2021-01-26T20:00:00+0000,66761,117557,288231,393814,15522,167347,45132,18948,138100,473988,90511,34528,24784,175916,49885,63111,2164135
2021-01-27T20:00:00+0000,67367,118447,290056,396072,15612,168518,45543,19210,139308,476921,91217,35046,24996,177105,50646,63856,2179920
2021-01-28T20:00:00+0000,67983,118950,291709,398480,15718,169814,45789,19433,140566,479805,91789,35443,25280,178204,51327,64515,2194805
2021-01-29T20:00:00+0000,68536,119506,293111,400482,15846,170785,46023,19681,141631,482452,92446,35719,25468,179076,51787,65089,2207638
2021-01-30T20:00:00+0000,69024,119797,294315,402073,15933,171673,46272,19845,142347,484542,92701,36028,25694,179701,52193,65581,2217719
2021-01-31T20:00:00+0000,69357,119937,295084,403577,15968,172237,46407,19935,143183,486522,93060,36228,25782,180182,52491,65948,2225898
2021-02-01T20:00:00+0000,69541,120392,295697,404879,16022,172566,46562,20090,143848,487846,93380,36347,25810,180653,52720,66175,2232528
2021-02-02T20:00:00+0000,69829,120745,296658,405988,16125,173203,46771,20311,144381,489056,93762,36587,25979,181283,53067,66467,2240212
2021-02-03T20:00:00+0000,70235,121389,298040,407720,16230,174296,46974,20636,145436,491370,94302,37049,26276,182165,53467,67205,2252790
2021-02-04T20:00:00+0000,70678,121873,299300,409772,16332,175339,47199,20850,146594,494037,94824,37345,26508,183015,54052,67919,2265637
2021-02-05T20:00:00+0000,71031,122225,300382,411566,16440,176247,47420,21070,147640,496394,95252,37633,26675,183689,54515,68429,2276608
2021-02-06T20:00:00+0000,71435,122447,301448,412720,16499,176907,47590,21209,148302,498367,95495,37882,26858,184271,54851,68834,2285115
2021-02-07T20:00:00+0000,71684,122603,301988,413909,16546,177394,47706,21290,149000,499886,95781,38012,26897,184614,55026,69117,2291453
2021-02-08T20:00:00+0000,71808,122887,302509,414922,16573,177704,47892,21366,149520,500664,96102,38162,26929,184845,55144,69293,2296320
2021-02-09T20:00:00+0000,72026,123189,303261,415587,16622,178138,48054,21556,149995,501663,96420,38463,27082,185144,55370,69481,2302051
2021-02-10T20:00:00+0000,72343,123735,304500,416960,16720,178772,48273,21741,150788,503361,96832,38802,27224,185853,55652,69741,2311297
2021-02-11T20:00:00+0000,72713,124131,305497,418592,16802,179522,48467,21926,151968,505313,97205,39158,27386,186470,55952,70134,2321236
2021-02-12T20:00:00+0000,73078,124515,306404,420024,16861,180148,48695,22105,152981,507161,97562,39384,27509,186984,56335,70687,2330433
2021-02-13T20:00:00+0000,73366,124719,307149,420970,16911,180618,48873,22274,153661,508653,97719,39541,27590,187296,56592,71027,2336959
2021-02-14T20:00:00+0000,73549,124790,307559,421719,16975,180909,48991,22338,154149,509860,97969,39697,27607,187506,56822,71280,2341720
2021-02-15T20:00:00+0000,73720,124986,307932,422656,17003,181251,49178,22395,154973,510893,98177,39830,27645,187771,57018,71442,2346870
2021-02-16T20:00:00+0000,73845,125282,308487,423436,17075,181714,49329,22626,155525,511966,98446,40072,27737,188207,57295,71741,2352783
2021-02-17T20:00:00+0000,74187,125726,309414,424748,17173,182422,49566,22822,156623,513828,98852,40316,27854,188941,57617,72283,2362372
2021-02-18T20:00:00+0000,74540,126201,310394,426289,17249,183170,49761,23020,157569,515931,99246,40534,27947,189537,58025,72806,2372219
2021-02-19T20:00:00+0000,74834,126573,311331,427650,17343,183848,49915,23217,158420,517797,99631,40812,28060,190033,58410,73385,2381259
2021-02-20T20:00:00+0000,75083,126825,312084,428605,17428,184381,50192,23358,159047,519416,99887,41020,28179,190444,58696,73768,2388413
2021-02-21T20:00:00+0000,75304,126898,312555,429667,17489,184798,50305,23435,159856,520922,100185,41148,28208,190807,58924,74049,2394550
2021-02-22T20:00:00+0000,75394,127185,313082,430432,17523,185079,50524,23508,160498,521865,100447,41266,28231,191148,59038,74258,2399478
2021-02-23T20:00:00+0000,75552,127453,313755,431132,17584,185596,50685,23711,161015,522828,100719,41522,28355,191584,59280,74486,2405257
2021-02-24T20:00:00+0000,75814,127936,314959,432604,17705,186344,50931,23937,162133,525104,101118,41771,28499,192422,59704,75058,2416039
2021-02-25T20:00:00+0000,76144,128446,316044,434127,17789,187139,51274,24130,163153,527492,101528,42004,28638,193099,60110,75691,2426808
2021-02-26T20:00:00+0000,76478,128943,317002,435651,17893,187852,51462,24314,164161,529467,101915,42276,28766,193692,60481,76162,2436515
2021-02-27T20:00:00+0000,76684,129254,317897,436827,17996,188506,51665,24488,164805,531129,102085,42478,28894,194113,60743,76587,2444151
2021-02-28T20:00:00+0000,76915,129357,318489,437977,18047,188974,51791,24553,165421,532557,102337,42586,28933,194522,60987,76861,2450307
2021-03-01T20:00:00+0000,77014,129599,319046,439104,18071,189261,52049,24613,166082,533522,102527,42685,28955,194829,61109,77071,2455537
2021-03-02T20:00:00+0000,77191,130081,319807,439973,18149,189773,52232,24868,166533,534703,102779,42901,29082,195392,61341,77347,2462152
2021-03-03T20:00:00+0000,77468,130528,321298,441667,18257,190587,52466,25107,167351,536761,103189,43154,29183,196192,61781,77960,2472949
2021-03-04T20:00:00+0000,77785,131136,322543,443518,18333,191525,52734,25295,168535,539004,103590,43389,29287,196918,62203,78601,2484396
2021-03-05T20:00:00+0000,78081,131551,323645,445270,18402,192112,52957,25491,169407,541103,103923,43594,29369,197425,62529,79047,2493906
2021-03-06T20:00:00+0000,78338,131864,324743,446539,18465,192835,53189,25663,170081,542980,104093,43813,29491,198001,62732,79452,2502279
2021-03-07T20:00:00+0000,78530,131974,325465,447696,18493,193340,53359,25710,170795,544459,104337,43916,29517,198456,63042,79811,2508900
2021-03-08T20:00:00+0000,78618,132062,326103,448896,18514,193683,53555,25764,171304,545317,104557,44013,29552,198844,63183,80072,2514037
2021-03-09T20:00:00+0000,78790,132349,327049,450123,18571,194070,53758,25959,171841,546577,104799,44256,29665,199410,63436,80408,2521061
2021-03-10T20:00:00+0000,79103,132838,328662,451856,18683,195126,53961,26149,172852,549168,105303,44513,29771,200393,63906,81003,2533287
2021-03-11T20:00:00+0000,79526,133391,330202,454174,18752,196171,54264,26361,174140,552097,105734,44785,29859,201290,64359,81798,2546903
2021-03-12T20:00:00+0000,79899,134035,331727,456346,18850,197189,54603,26527,175240,554779,106218,45002,29956,202184,64760,82332,2559647
2021-03-13T20:00:00+0000,80224,134543,333075,457901,18935,198132,54813,26697,176140,557020,106482,45261,30066,202955,65179,82922,2570345
2021-03-14T20:00:00+0000,80505,134751,334109,459468,19001,198956,55007,26761,177128,559177,106773,45397,30108,203529,65459,83393,2579522
2021-03-15T20:00:00+0000,80633,135117,334730,460784,19056,199382,55275,26846,177803,560380,107128,45527,30132,204089,65587,83663,2586132
2021-03-16T20:00:00+0000,80828,135779,336127,462171,19133,199962,55484,27098,178353,561984,107509,45809,30273,204991,65923,84017,2595441
2021-03-17T20:00:00+0000,81334,136409,338354,464586,19271,201439,55877,27307,179700,565278,108159,46122,30386,206068,66434,84805,2611529
2021-03-18T20:00:00+0000,81865,137038,340504,467568,19419,202895,56266,27488,181318,569163,108763,46431,30495,207367,67034,85721,2629335
2021-03-19T20:00:00+0000,82523,137932,342483,470155,19526,204289,56666,27711,182808,572397,109435,46689,30590,208557,67545,86550,2645856
2021-03-20T20:00:00+0000,82953,138218,344428,472183,19635,205585,57002,27941,183932,575473,109744,46990,30720,209697,67871,87424,2659796
2021-03-21T20:00:00+0000,83365,138437,345710,474192,19711,206513,57172,28021,184905,578093,110162,47109,30753,210559,68232,87947,2670881
2021-03-22T20:00:00+0000,83507,138982,346722,475841,19764,206810,57462,28151,185634,579798,110606,47278,30790,211214,68488,88229,2679276
2021-03-23T20:00:00+0000,83759,139733,348347,477296,19880,207475,57759,28488,186331,581811,111055,47530,30919,212279,68926,88622,2690210
2021-03-24T20:00:00+0000,84421,141001,351235,480289,20069,209138,58159,28789,187925,585759,111951,47883,31083,213923,69645,89549,2710819
2021-03-25T20:00:00+0000,85137,142007,353864,483907,20233,210999,58708,29167,189968,590462,112866,48226,31215,215360,70286,90610,2733015
2021-03-26T20:00:00+0000,85835,142980,356488,487260,20407,212917,59251,29513,192013,595109,113728,48605,31342,217851,71054,91447,2755800
2021-03-27T20:00:00+0000,86461,143715,358529,489951,20543,214310,59738,29783,193356,598597,114236,48913,31509,218913,71531,92455,2772540
2021-03-28T19:00:00+0000,86865,144011,360279,492437,20642,215381,59990,29890,194604,601825,114785,49102,31552,220178,72053,93101,2786695
2021-03-29T19:00:00+0000,87090,144586,361634,494436,20714,216181,60350,30075,195515,603480,115448,49269,31589,221005,72336,93482,2797190
2021-03-30T19:00:00+0000,87454,145249,363320,496340,20832,217082,60678,30421,196415,606061,116041,49656,31776,222270,72793,93980,2810368
2021-03-31T19:00:00+0000,88081,146261,366338,499336,20979,218811,61268,30772,197962,609936,116947,50030,31968,224045,73517,95061,2831312
2021-04-01T19:00:00+0000,88928,147466,369221,503413,21138,220761,61809,31003,199900,615109,117833,50393,32125,225661,74326,96249,2855335
2021-04-02T19:00:00+0000,89665,147950,371608,506205,21278,222549,62292,31265,201378,619232,118381,50707,32228,226924,74920,97080,2873662
2021-04-03T19:00:00+0000,90172,148728,372921,508418,21394,223900,62753,31374,202494,622527,118892,50888,32317,227924,75380,97774,2887856
2021-04-04T19:00:00+0000,90405,149037,373888,510196,21470,224561,62961,31587,203133,624845,119369,51065,32421,228943,75730,98218,2897829
2021-04-05T19:00:00+0000,90589,149231,374927,511694,21524,225051,63216,31735,203762,626429,119701,51234,32488,229780,75921,98398,2905680
2021-04-06T19:00:00+0000,90685,149832,376099,513191,21562,225915,63520,31904,204385,628563,120222,51496,32542,230428,76213,98680,2915237
2021-04-07T19:00:00+0000,90950,150377,378509,515979,21697,226792,63826,32342,205333,631110,120943,51865,32807,231763,76782,99159,2930234
2021-04-08T19:00:00+0000,91495,151300,382052,520247,21946,228647,64332,32768,207093,635584,122017,52293,33084,233469,77562,100318,2954207
2021-04-09T19:00:00+0000,92377,152319,385555,524476,22127,230703,64779,33331,209187,640364,122951,52653,33288,235672,78418,101464,2979664
2021-04-10T19:00:00+0000,93028,152962,388119,527635,22243,232396,65277,33670,210654,644653,123482,53002,33548,237011,79119,102446,2999245
2021-04-11T19:00:00+0000,93431,153455,389853,530322,22362,233590,65617,33850,211843,648707,124181,53141,33614,238153,79645,103089,3014853
2021-04-12T19:00:00+0000,93742,153994,391515,532860,22473,234297,65926,34022,212800,651162,124853,53382,33656,239223,79914,103445,3027264
2021-04-13T19:00:00+0000,93977,154671,394135,535279,22594,235447,66195,34525,213695,654300,125536,53785,33866,240677,80512,103942,3043136
2021-04-14T19:00:00+0000,94604,155998,397996,539857,22886,237576,66674,35099,215631,659789,126700,54158,34119,242946,81356,104953,3070342
2021-04-15T19:00:00+0000,95447,157020,401676,544921,23077,239517,67132,35430,217654,665934,127795,54512,34351,244916,82156,106072,3097610
2021-04-16T19:00:00+0000,96044,158308,405141,549449,23257,241299,67552,35851,219553,671297,128959,54801,34578,246399,82848,107069,3122405
2021-04-17T19:00:00+0000,96611,158856,407958,552677,23415,242733,67954,36157,221151,676262,129555,55151,34804,247721,83325,107896,3142226
2021-04-18T19:00:00+0000,97029,159257,409586,555820,23522,243968,68251,36346,222335,680532,130138,55289,34851,247016,83787,108468,3156195
2021-04-19T19:00:00+0000,97299,159720,411345,558130,23597,244559,68521,36446,223165,683357,130859,55510,34914,247558,84245,108687,3167912
2021-04-20T19:00:00+0000,97577,160479,414443,560774,23755,245760,68748,36940,224121,686749,131769,55922,35177,248805,84937,109331,3185287
2021-04-21T19:00:00+0000,98124,161645,419275,565397,23982,247978,69148,37397,226035,692401,132913,56290,35471,250888,85637,110293,3212874
2021-04-22T19:00:00+0000,98965,162780,423401,570157,24195,250340,69564,37874,228263,699246,134087,56670,35767,252807,86558,111335,3242009
2021-04-23T19:00:00+0000,99488,163666,427143,574163,24351,252303,69925,38246,229826,705555,135154,57033,35985,254359,87348,112113,3266658
2021-04-24T19:00:00+0000,99945,164106,429882,576942,24522,254117,70163,38530,231215,710773,135720,57350,36190,255603,87865,112822,3285745
2021-04-25T19:00:00+0000,100259,164304,432219,579858,24577,255212,70477,38638,232319,715263,136366,57491,36236,256748,88291,113364,3301622
2021-04-26T19:00:00+0000,100547,165097,434047,582020,24663,256078,70709,38717,233348,718146,136911,57637,36392,257357,88661,113650,3313980
2021-04-27T19:00:00+0000,100724,166048,437251,584298,24778,257178,70919,39302,233975,721370,137585,57993,36662,258738,89315,114129,3330265
2021-04-28T19:00:00+0000,101234,167101,441516,588129,24980,259263,71238,39665,235776,726412,138733,58274,36974,260853,90156,115076,3355380
2021-04-29T19:00:00+0000,101833,167843,445221,592262,25123,261241,71639,39958,237407,732032,139814,58537,37237,262540,90640,115986,3379313
2021-04-30T19:00:00+0000,102368,168459,448602,595345,25233,262910,71877,40284,238912,737137,140659,58815,37478,263785,91222,116722,3399808
2021-05-01T19:00:00+0000,102776,168958,451028,597518,25388,264122,72189,40515,239844,741221,141134,59027,37647,265077,91557,117612,3415613
2021-05-02T19:00:00+0000,103091,169015,452565,599965,25434,265236,72392,40604,240819,744920,141502,59167,37728,265998,91825,118091,3428352
2021-05-03T19:00:00+0000,103229,169565,454391,601572,25482,265712,72582,40693,241530,746958,142094,59303,37777,266597,92078,118496,3438059
2021-05-04T19:00:00+0000,103403,170295,456821,603026,25623,266557,72835,41067,242107,749805,142590,59576,37937,267559,92483,118892,3450576
2021-05-05T19:00:00+0000,103832,171145,460405,606092,25812,268249,73058,41328,243596,754086,143565,59881,38181,269430,93167,119735,3471562
2021-05-06T19:00:00+0000,104367,171145,463638,609302,25913,269768,73338,41558,245067,758885,144319,60126,38395,271048,93708,120488,3491065
2021-05-07T19:00:00+0000,104765,171741,466291,611919,26007,271043,73630,41815,246178,762782,145027,60343,38560,272227,94163,121156,3507647
2021-05-08T19:00:00+0000,105072,172333,468224,613812,26096,272111,73836,41963,247068,765915,145420,60508,38713,273093,94475,121589,3520228
2021-05-09T19:00:00+0000,105311,172651,469493,615659,26141,273058,73984,42017,247811,768718,145801,60640,38743,273728,94683,122115,3530553
2021-05-10T19:00:00+0000,105466,172730,470833,616894,26172,273378,74176,42075,248451,770560,146248,60785,38829,274204,94901,122330,3538032
2021-05-11T19:00:00+0000,105536,173196,472759,618059,26249,274232,74321,42359,248986,772424,146764,61025,39007,274911,95287,122672,3547787
2021-05-12T19:00:00+0000,105892,173706,475621,620659,26368,275667,74499,42576,250138,775838,147529,61226,39233,276417,95794,123408,3564571
2021-05-13T19:00:00+0000,106282,174413,477766,622614,26434,276970,74673,42749,251130,779108,147893,61347,39405,277423,96134,123999,3578340
2021-05-14T19:00:00+0000,106527,174568,479317,624538,26475,277812,74828,42807,251938,781592,148469,61486,39468,278062,96356,124292,3588535
2021-05-15T19:00:00+0000,106681,175023,480544,625761,26523,278333,74893,42918,252300,783200,148854,61628,39596,278440,96525,124563,3595782
2021-05-16T19:00:00+0000,106866,175196,481454,627020,26566,278923,74995,42976,252771,785245,149169,61698,39641,278862,96720,124884,3602986
2021-05-17T19:00:00+0000,106954,175287,482202,628119,26590,279183,75090,43007,253234,786820,149392,61755,39700,279144,96792,125028,3608297
2021-05-18T19:00:00+0000,107052,175657,483713,629088,26614,279829,75148,43225,253595,788204,149754,61964,39877,279774,97035,125355,3615884
2021-05-19T19:00:00+0000,107325,176039,485791,630827,26696,280869,75338,43333,254338,790731,150289,62126,40024,280828,97291,125926,3627771
2021-05-20T19:00:00+0000,107629,176501,487526,632617,26774,281845,75483,43436,255244,792980,150731,62239,40160,281523,97528,126380,3638596
2021-05-21T19:00:00+0000,107830,176757,488833,633889,26806,282563,75582,43520,255828,794970,151121,62419,40291,281938,97681,126662,3646690
2021-05-22T19:00:00+0000,107996,177038,489938,634625,26842,283139,75668,43575,256178,796624,151332,62512,40403,282340,97807,126893,3652910
