time_iso8601,DE-BB,DE-BE,DE-BW,DE-BY,DE-HB,DE-HE,DE-HH,DE-MV,DE-NI,DE-NW,DE-RP,DE-SH,DE-SL,DE-SN,DE-ST,DE-TH,sum_deaths
2021-05-01T17:00:00+0000,3781,3572,10138,15012,482,7416,1672,1138,5690,16742,3805,1599,1010,9924,3461,4228,89670
2021-05-02T17:00:00+0000,3783,3572,10154,15023,484,7425,1673,1139,5695,16769,3806,1601,1011,9934,3465,4232,89766
2021-05-03T17:00:00+0000,3784,3574,10164,15044,485,7437,1674,1141,5704,16803,3811,1603,1011,9960,3469,4242,89906
2021-05-04T17:00:00+0000,3788,3576,10198,15074,486,7455,1675,1150,5714,16844,3821,1606,1011,9986,3478,4253,90115
2021-05-05T17:00:00+0000,3792,3577,10220,15089,486,7471,1678,1152,5723,16894,3827,1607,1013,10015,3483,4276,90303
2021-05-06T17:00:00+0000,3798,3578,10243,15113,486,7483,1680,1156,5737,16917,3838,1610,1014,10024,3491,4283,90451
2021-05-07T17:00:00+0000,3800,3582,10261,15136,486,7491,1681,1160,5744,16957,3842,1612,1015,10040,3504,4295,90606
2021-05-08T17:00:00+0000,3804,3585,10278,15146,487,7498,1682,1160,5749,16981,3845,1612,1016,10051,3506,4302,90702
2021-05-09T17:00:00+0000,3806,3585,10288,15160,487,7502,1683,1162,5753,16995,3847,1614,1017,10058,3508,4306,90771
2021-05-10T17:00:00+0000,3810,3589,10303,15173,488,7509,1683,1163,5757,17014,3852,1614,1017,10073,3516,4313,90874
2021-05-11T17:00:00+0000,3812,3592,10323,15187,489,7524,1683,1168,5764,17049,3856,1615,1017,10091,3524,4322,91016
2021-05-12T17:00:00+0000,3816,3594,10332,15206,489,7533,1683,1170,5773,17070,3862,1619,1021,10119,3527,4335,91149
2021-05-13T17:00:00+0000,3819,3595,10340,15219,489,7540,1683,1171,5781,17080,3863,1621,1024,10130,3532,4335,91222
2021-05-14T17:00:00+0000,3821,3596,10350,15229,489,7550,1685,1172,5784,17100,3866,1624,1025,10142,3534,4340,91307
2021-05-15T17:00:00+0000,3823,3596,10359,15240,489,7556,1685,1173,5788,17124,3869,1625,1026,10152,3538,4345,91388
2021-05-16T17:00:00+0000,3823,3596,10362,15251,489,7557,1686,1174,5793,17140,3870,1626,1027,10156,3540,4346,91436
2021-05-17T17:00:00+0000,3825,3598,10372,15269,489,7564,1687,1176,5799,17150,3873,1628,1027,10167,3541,4353,91518
2021-05-18T17:00:00+0000,3827,3599,10381,15276,491,7571,1688,1177,5811,17170,3875,1629,1028,10182,3543,4358,91606
2021-05-19T17:00:00+0000,3829,3599,10389,15283,491,7578,1689,1179,5816,17185,3876,1629,1028,10195,3550,4365,91681
2021-05-20T17:00:00+0000,3829,3600,10393,15299,491,7584,1689,1180,5821,17203,3877,1629,1028,10200,3552,4368,91743
2021-05-21T17:00:00+0000,3831,3603,10406,15313,492,7590,1690,1180,5822,17212,3881,1630,1028,10209,3554,4370,91811
2021-05-22T17:00:00+0000,3831,3603,10410,15318,493,7597,1691,1180,5827,17222,3882,1632,1029,10215,3554,4372,91856
2021-05-23T17:00:00+0000,3831,3603,10410,15324,493,7600,1691,1180,5832,17225,3882,1633,1029,10217,3554,4375,91879
2021-05-24T17:00:00+0000,3832,3603,10416,15325,493,7600,1692,1181,5833,17233,3882,1633,1029,10218,3556,4376,91902
2021-05-25T17:00:00+0000,3834,3603,10420,15333,493,7601,1695,1181,5839,17240,3884,1633,1029,10229,3559,4380,91953
2021-05-26T17:00:00+0000,3834,3603,10424,15341,494,7612,1695,1181,5841,17255,3887,1633,1029,10241,3563,4382,92015
2021-05-27T17:00:00+0000,3835,3603,10431,15350,494,7614,1695,1181,5843,17263,3888,1634,1030,10247,3565,4385,92058
2021-05-28T17:00:00+0000,3836,3604,10438,15360,494,7617,1696,1181,5847,17267,3888,1634,1030,10249,3566,4387,92094
2021-05-29T17:00:00+0000,3837,3604,10444,15364,494,7618,1696,1182,5848,17274,3890,1634,1030,10252,3567,4387,92121
2021-05-30T17:00:00+0000,3838,3604,10446,15367,494,7618,1697,1183,5849,17278,3891,1635,1030,10252,3567,4389,92138
2021-05-31T17:00:00+0000,3838,3605,10449,15371,495,7621,1697,1183,5850,17282,3892,1635,1030,10258,3567,4390,92163
2021-06-01T17:00:00+0000,3838,3605,10456,15373,495,7624,1698,1184,5850,17287,3892,1635,1030,10261,3567,4393,92188
2021-06-02T17:00:00+0000,3838,3606,10460,15376,495,7626,1699,1185,5850,17295,3895,1637,1030,10265,3568,4395,92220
2021-06-03T17:00:00+0000,3838,3607,10463,15378,495,7628,1699,1185,5851,17299,3896,1637,1030,10267,3569,4396,92238
2021-06-04T17:00:00+0000,3838,3608,10467,15379,495,7628,1699,1185,5851,17303,3896,1637,1030,10269,3571,4396,92252
2021-06-05T17:00:00+0000,3839,3609,10470,15383,495,7630,1699,1185,5852,17305,3898,1637,1030,10270,3571,4396,92269
2021-06-06T17:00:00+0000,3839,3609,10472,15384,495,7630,1700,1185,5852,17309,3898,1637,1030,10270,3572,4397,92279
2021-06-07T17:00:00+0000,3839,3610,10474,15386,495,7631,1700,1185,5855,17310,3899,1637,1030,10271,3572,4397,92291
2021-06-08T17:00:00+0000,3839,3610,10476,15388,495,7632,1700,1186,5856,17314,3900,1637,1030,10271,3572,4397,92303
2021-06-09T17:00:00+0000,3839,3610,10480,15388,495,7634,1700,1186,5856,17317,3900,1637,1030,10271,3572,4398,92313
2021-06-10T17:00:00+0000,3839,3610,10482,15391,495,7635,1700,1186,5856,17319,3901,1637,1030,10272,3572,4398,92323
2021-06-11T17:00:00+0000,3839,3611,10483,15392,495,7635,1700,1186,5856,17324,3901,1637,1030,10275,3572,4398,92334
2021-06-12T17:00:00+0000,3839,3611,10484,15392,495,7636,1700,1186,5856,17325,3901,1638,1030,10275,3572,4398,92338
2021-06-13T17:00:00+0000,3839,3611,10485,15393,495,7636,1700,1186,5856,17330,3901,1638,1030,10275,3572,4398,92345
2021-06-14T17:00:00+0000,3839,3611,10486,15397,495,7638,1701,1187,5856,17332,3901,1638,1030,10278,3572,4398,92359
2021-06-15T17:00:00+0000,3839,3611,10487,15400,495,7640,1701,1187,5856,17334,3902,1638,1030,10279,3572,4398,92369
2021-06-16T17:00:00+0000,3839,3612,10489,15402,495,7641,1701,1187,5857,17336,3902,1638,1030,10279,3572,4398,92378
2021-06-17T17:00:00+0000,3839,3612,10490,15405,495,7642,1701,1187,5857,17336,3902,1638,1030,10280,3573,4398,92385
2021-06-18T17:00:00+0000,3839,3612,10490,15406,495,7643,1701,1187,5857,17337,3902,1639,1030,10280,3573,4398,92389
2021-06-19T17:00:00+0000,3839,3612,10490,15406,495,7643,1701,1187,5857,17337,3902,1639,1030,10280,3573,4398,92389
2021-06-20T17:00:00+0000,3839,3613,10490,15406,495,7643,1701,1187,5857,17338,3902,1639,1030,10280,3573,4398,92391
2021-06-21T17:00:00+0000,3839,3613,10491,15406,495,7643,1701,1187,5857,17341,3902,1639,1030,10280,3573,4399,92396
2021-06-22T17:00:00+0000,3839,3614,10492,15406,496,7644,1701,1187,5858,17342,3903,1640,1030,10280,3573,4400,92405
2021-06-23T17:00:00+0000,3839,3614,10493,15406,497,7644,1701,1187,5858,17343,3903,1640,1030,10280,3573,4400,92408
2021-06-24T17:00:00+0000,3839,3615,10493,15408,497,7644,1701,1187,5858,17344,3903,1640,1030,10281,3573,4400,92413
2021-06-25T17:00:00+0000,3839,3616,10495,15409,497,7644,1701,1187,5858,17345,3903,1641,1030,10281,3573,4400,92419
2021-06-26T17:00:00+0000,3839,3616,10495,15409,497,7644,1701,1187,5858,17345,3903,1641,1030,10281,3573,4400,92419
2021-06-27T17:00:00+0000,3839,3616,10495,15410,497,7644,1702,1187,5858,17345,3903,1641,1030,10281,3573,4400,92421
2021-06-28T17:00:00+0000,3839,3616,10495,15410,497,7644,1702,1187,5858,17348,3903,1641,1031,10281,3573,4400,92425
2021-06-29T17:00:00+0000,3839,3616,10496,15410,497,7645,1703,1187,5858,17351,3903,1641,1031,10281,3573,4400,92431
2021-06-30T17:00:00+0000,3839,3616,10497,15410,497,7645,1703,1187,5858,17351,3903,1641,1031,10281,3573,4400,92432
2021-07-01T17:00:00+0000,3839,3616,10499,15410,497,7646,1703,1187,5858,17352,3904,1641,1031,10281,3573,4400,92437
2021-07-02T17:00:00+0000,3839,3617,10499,15411,497,7647,1703,1187,5858,17352,3905,1641,1031,10281,3573,4400,92441
2021-07-03T17:00:00+0000,3839,3617,10499,15412,497,7647,1703,1187,5858,17352,3906,1641,1031,10281,3573,4400,92443
2021-07-04T17:00:00+0000,3839,3617,10499,15412,497,7648,1703,1187,5858,17352,3907,1641,1031,10281,3573,4400,92445
2021-07-05T17:00:00+0000,3839,3617,10499,15412,497,7648,1703,1187,5858,17353,3907,1641,1031,10281,3574,4400,92447
2021-07-06T17:00:00+0000,3839,3617,10501,15413,497,7648,1703,1187,5858,17354,3908,1641,1031,10281,3574,4400,92452
2021-07-07T17:00:00+0000,3839,3617,10501,15413,497,7648,1703,1187,5859,17354,3909,1641,1032,10281,3574,4400,92455
2021-07-08T17:00:00+0000,3839,3617,10501,15413,497,7648,1703,1187,5859,17356,3909,1641,1032,10281,3574,4400,92457
2021-07-09T17:00:00+0000,3840,3617,10501,15415,497,7648,1703,1187,5859,17360,3909,1641,1032,10281,3574,4400,92464
2021-07-10T17:00:00+0000,3840,3617,10502,15415,497,7648,1703,1187,5859,17364,3910,1641,1032,10281,3574,4400,92470
2021-07-11T17:00:00+0000,3840,3617,10502,15415,497,7648,1703,1187,5859,17364,3910,1641,1032,10281,3574,4400,92470
2021-07-12T17:00:00+0000,3840,3617,10502,15416,497,7649,1703,1187,5859,17365,3910,1641,1032,10281,3574,4401,92474
2021-07-13T17:00:00+0000,3840,3618,10502,15418,497,7649,1705,1187,5859,17366,3910,1641,1032,10281,3574,4401,92480
2021-07-14T17:00:00+0000,3840,3619,10502,15420,497,7650,1705,1187,5859,17367,3910,1641,1032,10281,3574,4402,92486
2021-07-15T17:00:00+0000,3840,3619,10502,15420,497,7650,1705,1187,5861,17367,3910,1641,1032,10281,3574,4402,92488
2021-07-16T17:00:00+0000,3840,3619,10503,15420,497,7650,1705,1187,5862,17368,3910,1641,1032,10281,3574,4402,92491
2021-07-17T17:00:00+0000,3840,3619,10503,15420,497,7650,1705,1187,5862,17371,3910,1642,1032,10282,3574,4402,92496
2021-07-18T17:00:00+0000,3840,3619,10503,15421,497,7651,1705,1187,5862,17372,3910,1642,1032,10282,3574,4402,92499
2021-07-19T17:00:00+0000,3840,3619,10503,15421,497,7651,1705,1187,5862,17373,3910,1643,1033,10282,3574,4403,92503
2021-07-20T17:00:00+0000,3840,3619,10504,15421,497,7655,1705,1187,5862,17376,3910,1644,1033,10282,3574,4403,92512
2021-07-21T17:00:00+0000,3841,3619,10504,15421,497,7655,1705,1187,5863,17379,3911,1644,1034,10282,3574,4403,92519
2021-07-22T17:00:00+0000,3841,3619,10505,15422,497,7656,1705,1187,5863,17380,3911,1644,1034,10282,3574,4404,92524
2021-07-23T17:00:00+0000,3841,3619,10505,15422,497,7657,1706,1187,5863,17381,3911,1645,1034,10282,3574,4404,92528
2021-07-24T17:00:00+0000,3841,3620,10506,15427,497,7658,1706,1187,5863,17382,3912,1645,1034,10282,3574,4404,92538
2021-07-25T17:00:00+0000,3841,3620,10506,15427,497,7658,1706,1187,5863,17383,3912,1645,1034,10282,3574,4404,92539
2021-07-26T17:00:00+0000,3841,3620,10506,15428,497,7658,1707,1187,5863,17385,3913,1645,1034,10282,3574,4404,92544
2021-07-27T17:00:00+0000,3841,3620,10506,15431,497,7660,1707,1187,5863,17387,3913,1645,1034,10282,3574,4404,92551
2021-07-28T17:00:00+0000,3841,3620,10508,15432,497,7664,1707,1187,5865,17393,3913,1646,1034,10282,3577,4405,92571
2021-07-29T17:00:00+0000,3841,3620,10508,15433,497,7667,1707,1187,5866,17395,3913,1647,1034,10283,3577,4406,92581
2021-07-30T17:00:00+0000,3841,3620,10510,15436,497,7667,1709,1187,5869,17397,3913,1648,1034,10284,3577,4406,92595
2021-07-31T17:00:00+0000,3841,3620,10510,15437,497,7668,1709,1187,5869,17403,3913,1648,1034,10285,3577,4406,92604
2021-08-01T17:00:00+0000,3841,3620,10510,15437,497,7668,1710,1187,5869,17407,3913,1649,1034,10285,3577,4406,92610
2021-08-02T17:00:00+0000,3841,3620,10511,15439,497,7668,1711,1187,5873,17410,3913,1649,1034,10285,3577,4407,92622
2021-08-03T17:00:00+0000,3841,3620,10511,15443,497,7668,1714,1187,5874,17412,3913,1650,1034,10285,3577,4408,92634
2021-08-04T17:00:00+0000,3841,3621,10513,15444,497,7669,1715,1188,5875,17414,3913,1651,1034,10285,3577,4408,92645
2021-08-05T17:00:00+0000,3841,3622,10516,15445,497,7669,1715,1188,5875,17422,3913,1652,1034,10286,3578,4408,92661
2021-08-06T17:00:00+0000,3841,3623,10517,15453,497,7671,1715,1188,5875,17423,3914,1653,1035,10286,3578,4409,92678
2021-08-07T17:00:00+0000,3841,3623,10518,15456,499,7671,1715,1188,5876,17430,3914,1653,1035,10286,3578,4409,92692
2021-08-08T17:00:00+0000,3841,3623,10518,15457,499,7672,1715,1188,5876,17434,3914,1653,1035,10286,3578,4409,92698
2021-08-09T17:00:00+0000,3842,3625,10520,15458,499,7674,1716,1189,5876,17441,3915,1653,1035,10286,3578,4409,92716
2021-08-10T17:00:00+0000,3842,3627,10523,15458,499,7676,1718,1191,5878,17450,3915,1653,1036,10287,3578,4409,92740
2021-08-11T17:00:00+0000,3842,3627,10528,15461,499,7680,1719,1191,5880,17452,3917,1655,1037,10288,3578,4409,92763
2021-08-12T17:00:00+0000,3842,3627,10532,15464,500,7683,1720,1191,5883,17460,3917,1657,1037,10291,3578,4409,92791
2021-08-13T17:00:00+0000,3842,3628,10533,15465,500,7684,1721,1193,5884,17468,3917,1658,1037,10291,3579,4409,92809
2021-08-14T17:00:00+0000,3842,3628,10534,15468,500,7689,1725,1193,5886,17473,3917,1658,1037,10291,3579,4409,92829
2021-08-15T17:00:00+0000,3842,3629,10535,15469,500,7690,1726,1193,5886,17480,3918,1658,1037,10291,3579,4409,92842
2021-08-16T17:00:00+0000,3842,3631,10539,15473,500,7693,1726,1193,5887,17486,3920,1659,1037,10291,3579,4409,92865
2021-08-17T17:00:00+0000,3842,3632,10547,15481,500,7695,1726,1193,5894,17494,3921,1659,1037,10292,3580,4409,92902
2021-08-18T17:00:00+0000,3842,3634,10555,15486,500,7700,1728,1193,5898,17506,3921,1662,1037,10294,3580,4410,92946
2021-08-19T17:00:00+0000,3842,3634,10559,15488,500,7703,1730,1194,5902,17518,3923,1663,1038,10297,3581,4410,92982
2021-08-20T17:00:00+0000,3843,3634,10565,15495,500,7705,1732,1194,5905,17530,3924,1663,1038,10298,3581,4410,93017
2021-08-21T17:00:00+0000,3844,3635,10568,15499,500,7707,1733,1194,5906,17541,3926,1664,1038,10298,3581,4410,93044
2021-08-22T17:00:00+0000,3844,3635,10570,15505,500,7707,1733,1194,5908,17547,3930,1664,1039,10298,3581,4410,93065
2021-08-23T17:00:00+0000,3845,3635,10578,15509,500,7709,1734,1194,5910,17570,3933,1666,1039,10298,3582,4411,93113
2021-08-24T17:00:00+0000,3847,3637,10589,15517,500,7713,1738,1194,5914,17585,3936,1668,1040,10298,3583,4411,93170
2021-08-25T17:00:00+0000,3847,3637,10598,15529,500,7718,1739,1195,5917,17605,3941,1669,1041,10299,3583,4411,93229
2021-08-26T17:00:00+0000,3847,3639,10608,15535,500,7723,1741,1195,5920,17618,3944,1670,1043,10300,3583,4411,93277
2021-08-27T17:00:00+0000,3848,3642,10616,15540,500,7732,1744,1195,5922,17636,3946,1671,1043,10300,3583,4412,93330
2021-08-28T17:00:00+0000,3850,3643,10628,15544,501,7736,1747,1195,5925,17650,3948,1673,1045,10302,3583,4412,93382
2021-08-29T17:00:00+0000,3850,3643,10633,15550,501,7738,1748,1195,5925,17662,3950,1673,1046,10302,3583,4412,93411
2021-08-30T17:00:00+0000,3851,3646,10639,15558,501,7743,1753,1195,5931,17677,3952,1675,1046,10303,3583,4412,93465
2021-08-31T17:00:00+0000,3852,3647,10656,15570,502,7747,1755,1195,5939,17699,3955,1676,1047,10305,3584,4413,93542
2021-09-01T17:00:00+0000,3852,3649,10665,15585,502,7751,1761,1195,5948,17719,3959,1676,1047,10307,3584,4413,93613
2021-09-02T17:00:00+0000,3852,3650,10680,15597,504,7756,1764,1195,5950,17749,3962,1676,1048,10310,3585,4414,93692
2021-09-03T17:00:00+0000,3853,3652,10685,15611,505,7766,1765,1196,5955,17765,3967,1677,1048,10313,3587,4414,93759
2021-09-04T17:00:00+0000,3853,3652,10697,15623,506,7773,1766,1198,5958,17780,3969,1678,1050,10316,3587,4414,93820
2021-09-05T17:00:00+0000,3853,3652,10702,15627,506,7775,1767,1198,5960,17787,3971,1678,1050,10316,3587,4414,93843
2021-09-06T17:00:00+0000,3854,3652,10707,15641,506,7782,1773,1199,5966,17806,3977,1679,1051,10317,3589,4414,93913
2021-09-07T17:00:00+0000,3854,3654,10721,15663,506,7789,1775,1200,5979,17822,3980,1682,1051,10320,3591,4414,94001
2021-09-08T17:00:00+0000,3856,3655,10726,15681,506,7795,1778,1200,5984,17833,3983,1685,1052,10321,3591,4415,94061
2021-09-09T17:00:00+0000,3856,3657,10735,15696,506,7804,1781,1200,5995,17850,3984,1687,1053,10322,3592,4416,94134
2021-09-10T17:00:00+0000,3859,3659,10749,15711,506,7807,1785,1200,5998,17869,3986,1689,1053,10326,3592,4416,94205
2021-09-11T17:00:00+0000,3860,3659,10759,15729,507,7810,1786,1201,6001,17885,3986,1689,1053,10327,3592,4419,94263
2021-09-12T17:00:00+0000,3860,3659,10763,15737,508,7810,1788,1201,6002,17892,3986,1689,1053,10329,3592,4419,94288
2021-09-13T17:00:00+0000,3860,3662,10769,15748,508,7817,1790,1201,6009,17905,3992,1689,1053,10332,3592,4420,94347
2021-09-14T17:00:00+0000,3861,3663,10779,15760,508,7820,1790,1201,6020,17924,3998,1692,1055,10334,3595,4423,94423
2021-09-15T17:00:00+0000,3864,3668,10788,15777,509,7829,1794,1202,6028,17939,4000,1693,1057,10336,3598,4423,94505
2021-09-16T17:00:00+0000,3865,3669,10797,15785,510,7833,1795,1202,6031,17955,4003,1694,1057,10337,3599,4425,94557
2021-09-17T17:00:00+0000,3868,3671,10805,15791,511,7837,1798,1203,6034,17968,4010,1694,1057,10339,3600,4426,94612
2021-09-18T17:00:00+0000,3868,3671,10808,15803,511,7840,1799,1203,6035,17978,4012,1696,1057,10341,3601,4426,94649
2021-09-19T17:00:00+0000,3868,3671,10808,15814,511,7841,1799,1203,6035,17987,4012,1697,1057,10342,3601,4426,94672
2021-09-20T17:00:00+0000,3869,3673,10815,15824,514,7843,1805,1203,6039,17998,4020,1698,1058,10343,3601,4426,94729
2021-09-21T17:00:00+0000,3871,3676,10824,15835,514,7849,1807,1203,6045,18009,4022,1698,1058,10346,3603,4426,94786
2021-09-22T17:00:00+0000,3872,3679,10837,15848,514,7851,1807,1204,6049,18017,4029,1699,1058,10349,3605,4427,94845
2021-09-23T17:00:00+0000,3875,3682,10843,15857,514,7854,1809,1205,6055,18029,4029,1699,1059,10349,3608,4431,94898
2021-09-24T17:00:00+0000,3875,3684,10855,15873,514,7858,1810,1206,6060,18038,4033,1699,1060,10349,3609,4432,94955
2021-09-25T17:00:00+0000,3878,3684,10866,15879,514,7859,1810,1209,6063,18048,4035,1700,1060,10350,3610,4432,94997
2021-09-26T17:00:00+0000,3878,3684,10870,15887,514,7860,1811,1209,6064,18056,4035,1700,1060,10351,3610,4433,95022
2021-09-27T17:00:00+0000,3879,3686,10884,15900,515,7863,1814,1209,6068,18070,4038,1701,1060,10353,3610,4435,95085
2021-09-28T17:00:00+0000,3880,3687,10895,15919,515,7869,1816,1211,6070,18078,4041,1702,1060,10358,3613,4438,95152
2021-09-29T17:00:00+0000,3884,3688,10911,15931,517,7872,1817,1212,6080,18096,4045,1705,1060,10361,3613,4442,95234
2021-09-30T17:00:00+0000,3885,3690,10920,15944,520,7878,1820,1212,6087,18108,4048,1707,1060,10363,3614,4443,95299
2021-10-01T17:00:00+0000,3886,3693,10929,15956,521,7881,1822,1212,6094,18119,4052,1709,1063,10367,3615,4445,95364
2021-10-02T17:00:00+0000,3887,3695,10938,15973,521,7887,1823,1213,6100,18121,4053,1709,1063,10370,3615,4447,95415
2021-10-03T17:00:00+0000,3887,3695,10942,15981,522,7888,1824,1213,6103,18124,4053,1709,1064,10372,3616,4448,95441
2021-10-04T17:00:00+0000,3888,3705,10951,15991,523,7889,1825,1213,6108,18136,4053,1709,1064,10378,3617,4450,95500
2021-10-05T17:00:00+0000,3890,3706,10970,16015,523,7895,1828,1213,6111,18146,4059,1713,1065,10383,3620,4456,95593
2021-10-06T17:00:00+0000,3890,3708,10991,16028,526,7901,1829,1218,6120,18163,4063,1714,1067,10388,3621,4462,95689
2021-10-07T17:00:00+0000,3890,3711,11001,16048,527,7906,1830,1223,6122,18174,4070,1717,1067,10390,3622,4470,95768
2021-10-08T17:00:00+0000,3892,3714,11011,16069,527,7909,1830,1224,6125,18187,4072,1717,1067,10393,3623,4478,95838
2021-10-09T17:00:00+0000,3893,3714,11016,16082,529,7915,1831,1224,6128,18197,4074,1717,1068,10394,3626,4479,95887
2021-10-10T17:00:00+0000,3893,3714,11020,16092,529,7916,1832,1231,6134,18200,4074,1717,1068,10395,3627,4482,95924
2021-10-11T17:00:00+0000,3894,3716,11029,16109,530,7918,1834,1231,6135,18213,4078,1719,1069,10412,3631,4486,96004
2021-10-12T17:00:00+0000,3895,3720,11038,16133,530,7920,1836,1232,6142,18235,4083,1720,1069,10427,3633,4494,96107
2021-10-13T17:00:00+0000,3897,3723,11053,16151,531,7927,1836,1233,6145,18250,4087,1721,1070,10442,3635,4500,96201
2021-10-14T17:00:00+0000,3898,3727,11067,16172,531,7931,1836,1234,6154,18270,4089,1722,1070,10447,3636,4508,96292
2021-10-15T17:00:00+0000,3902,3729,11091,16186,531,7939,1837,1236,6161,18290,4092,1724,1071,10453,3640,4514,96396
2021-10-16T17:00:00+0000,3903,3730,11101,16204,532,7943,1837,1236,6163,18299,4093,1724,1072,10458,3641,4518,96454
2021-10-17T17:00:00+0000,3903,3730,11104,16220,532,7943,1838,1238,6163,18307,4093,1724,1073,10462,3644,4523,96497
2021-10-18T17:00:00+0000,3910,3735,11128,16248,533,7948,1840,1239,6169,18327,4098,1727,1073,10482,3645,4531,96633
2021-10-19T17:00:00+0000,3920,3740,11160,16284,533,7951,1846,1247,6181,18348,4110,1730,1073,10500,3652,4543,96818
2021-10-20T17:00:00+0000,3922,3746,11182,16320,533,7958,1848,1252,6187,18366,4118,1735,1076,10517,3655,4555,96970
2021-10-21T17:00:00+0000,3930,3750,11199,16359,534,7968,1850,1253,6194,18400,4122,1738,1076,10543,3662,4578,97156
2021-10-22T17:00:00+0000,3937,3753,11220,16389,535,7978,1852,1256,6199,18431,4131,1743,1076,10573,3667,4590,97330
2021-10-23T17:00:00+0000,3938,3755,11255,16412,535,7985,1859,1257,6208,18452,4134,1746,1078,10591,3669,4599,97473
2021-10-24T17:00:00+0000,3938,3755,11261,16435,535,7990,1861,1257,6209,18462,4135,1746,1078,10598,3669,4601,97530
2021-10-25T17:00:00+0000,3943,3763,11283,16453,535,8003,1864,1260,6216,18489,4143,1747,1078,10622,3676,4616,97691
2021-10-26T17:00:00+0000,3949,3768,11318,16488,536,8016,1869,1261,6226,18509,4151,1749,1080,10654,3686,4634,97894
2021-10-27T17:00:00+0000,3955,3780,11349,16532,539,8027,1872,1265,6235,18533,4159,1753,1083,10688,3690,4651,98111
2021-10-28T17:00:00+0000,3957,3782,11377,16601,540,8033,1875,1267,6244,18569,4165,1755,1084,10724,3698,4668,98339
2021-10-29T17:00:00+0000,3965,3788,11412,16641,540,8041,1878,1271,6250,18590,4173,1756,1084,10757,3706,4685,98537
2021-10-30T17:00:00+0000,3970,3789,11426,16690,540,8054,1880,1273,6254,18613,4176,1756,1086,10772,3709,4696,98684
2021-10-31T17:00:00+0000,3972,3789,11434,16728,540,8065,1881,1275,6256,18625,4180,1756,1088,10783,3709,4711,98792
2021-11-01T17:00:00+0000,3978,3797,11440,16760,541,8081,1881,1276,6258,18643,4183,1757,1088,10817,3714,4732,98946
2021-11-02T17:00:00+0000,3990,3804,11481,16829,543,8096,1884,1281,6267,18677,4193,1759,1089,10871,3726,4752,99242
2021-11-03T17:00:00+0000,3997,3808,11523,16909,543,8116,1889,1283,6282,18715,4208,1760,1090,10915,3739,4784,99561
2021-11-04T17:00:00+0000,4015,3816,11555,16994,543,8126,1894,1284,6294,18755,4213,1764,1095,10960,3749,4814,99871
2021-11-05T17:00:00+0000,4023,3823,11587,17071,544,8143,1897,1285,6301,18794,4222,1767,1096,11000,3759,4835,100147
2021-11-06T17:00:00+0000,4032,3823,11606,17115,544,8151,1898,1286,6308,18816,4226,1767,1096,11039,3763,4848,100318
2021-11-07T17:00:00+0000,4039,3823,11618,17161,545,8156,1899,1288,6311,18833,4227,1769,1096,11049,3765,4867,100446
2021-11-08T17:00:00+0000,4051,3831,11652,17229,545,8172,1901,1289,6327,18875,4234,1770,1097,11095,3775,4897,100740
2021-11-09T17:00:00+0000,4064,3836,11694,17330,545,8198,1903,1297,6345,18917,4245,1777,1103,11164,3793,4928,101139
2021-11-10T17:00:00+0000,4075,3847,11742,17420,546,8211,1906,1305,6361,18958,4251,1778,1106,11225,3798,4972,101501
2021-11-11T17:00:00+0000,4086,3853,11796,17515,547,8224,1908,1311,6380,18999,4265,1780,1109,11313,3812,5010,101908
2021-11-12T17:00:00+0000,4105,3859,11838,17606,548,8239,1911,1315,6395,19033,4271,1782,1113,11375,3822,5041,102253
2021-11-13T17:00:00+0000,4117,3860,11882,17675,548,8250,1915,1321,6413,19060,4272,1786,1116,11423,3830,5056,102524
2021-11-14T17:00:00+0000,4124,3860,11901,17749,548,8254,1917,1322,6418,19077,4276,1787,1118,11443,3832,5072,102698
2021-11-15T17:00:00+0000,4139,3869,11945,17829,549,8266,1922,1322,6439,19108,4286,1789,1119,11511,3841,5103,103037
2021-11-16T17:00:00+0000,4155,3875,11998,17955,549,8283,1926,1328,6461,19156,4300,1794,1123,11608,3857,5143,103511
2021-11-17T17:00:00+0000,4174,3883,12061,18084,550,8306,1928,1339,6478,19203,4311,1800,1126,11666,3872,5183,103964
2021-11-18T17:00:00+0000,4193,3888,12125,18213,550,8326,1932,1343,6499,19250,4325,1803,1128,11768,3890,5221,104454
2021-11-19T17:00:00+0000,4203,3893,12187,18318,553,8341,1933,1348,6515,19301,4341,1808,1133,11857,3916,5259,104906
2021-11-20T17:00:00+0000,4214,3894,12217,18377,553,8360,1937,1348,6524,19326,4343,1810,1133,11904,3926,5286,105152
2021-11-21T17:00:00+0000,4225,3896,12232,18452,553,8371,1940,1349,6529,19351,4351,1811,1133,11939,3934,5299,105365
2021-11-22T17:00:00+0000,4242,3907,12284,18562,557,8393,1944,1357,6550,19400,4365,1816,1137,12018,3957,5341,105830
2021-11-23T17:00:00+0000,4268,3918,12356,18699,561,8416,1947,1364,6576,19460,4382,1824,1141,12112,3983,5378,106385
2021-11-24T17:00:00+0000,4290,3924,12407,18823,566,8439,1952,1366,6604,19526,4397,1829,1147,12213,3995,5424,106902
2021-11-25T17:00:00+0000,4313,3931,12473,18918,570,8461,1955,1375,6622,19592,4416,1830,1154,12293,4017,5459,107379
2021-11-26T17:00:00+0000,4338,3940,12526,19007,571,8472,1960,1385,6643,19659,4427,1836,1158,12389,4044,5498,107853
