time_iso8601,source,DE-BW_cases,DE-BW_deaths,DE-BY_cases,DE-BY_deaths,DE-BE_cases,DE-BE_deaths,DE-BB_cases,DE-BB_deaths,DE-HB_cases,DE-HB_deaths,DE-HH_cases,DE-HH_deaths,DE-HE_cases,DE-HE_deaths,DE-MV_cases,DE-MV_deaths,DE-NI_cases,DE-NI_deaths,DE-NW_cases,DE-NW_deaths,DE-RP_cases,DE-RP_deaths,DE-SL_cases,DE-SL_deaths,DE-SN_cases,DE-SN_deaths,DE-SH_cases,DE-SH_deaths,DE-ST_cases,DE-ST_deaths,DE-TH_cases,DE-TH_deaths,sum_cases,sum_deaths
2021-05-08T21:15:13+02:00,zeit online (gen3),467951,9617,613553,14471,172333,3266,104857,3681,26096,461,73836,1517,272094,7109,41963,1043,246766,5505,766132,15961,145380,3626,38757,985,273134,9352,60526,1529,94344,3217,121610,3986,3519332,85326
2021-05-09T19:40:16+02:00,zeit online (gen3),469002,9626,615458,14488,172652,3302,105092,3685,26141,463,73984,1519,273201,7118,42017,1044,247514,5507,769130,15978,145821,3627,38829,985,273785,9358,60636,1531,94554,3218,122085,3999,3529901,85448
2021-05-10T20:45:13+02:00,zeit online (gen3),470325,9651,616944,14511,172730,3302,105246,3688,26172,463,74176,1519,273554,7125,42075,1055,248218,5524,771083,16022,146235,3634,38920,985,274267,9373,60804,1537,94786,3223,122300,4006,3537835,85618
2021-05-11T19:20:16+02:00,zeit online (gen3),472634,9696,617822,14554,173196,3306,105300,3691,26249,464,74321,1519,274221,7148,42360,1059,248760,5539,772667,16108,146797,3641,39079,987,275050,9398,61034,1540,95017,3232,122662,4027,3547169,85909
2021-05-13T21:30:21+02:00,zeit online (gen3),477394,9736,622325,14610,174413,3325,106071,3714,26434,467,74673,1530,277084,7171,42749,1069,250796,5568,779448,16221,147929,3645,39455,991,277518,9447,61360,1547,95984,3241,123988,4076,3577621,86358
2021-05-16T01:35:13+02:00,zeit online (gen3),480093,9784,625323,14654,175023,3399,106467,3722,26523,468,74893,1531,278523,7188,42905,1079,252003,5581,783439,16279,148837,3655,39645,996,278531,9456,61637,1566,96406,3263,124622,4095,3594870,86716
2021-05-17T19:25:13+02:00,zeit online (gen3),481607,9813,627869,14690,175287,3399,106741,3722,26590,469,75090,1533,279517,7207,42981,1087,252989,5588,787222,16314,149384,3667,39767,996,279194,9482,61795,1568,96731,3267,125045,4102,3607809,86904
2021-05-18T19:55:13+02:00,zeit online (gen3),483400,9838,628841,14734,175657,3403,106835,3725,26614,470,75148,1533,279988,7227,43224,1090,253323,5608,788541,16365,149762,3678,39934,1000,279892,9534,61988,1572,96898,3280,125334,4135,3615379,87192
2021-05-20T20:10:16+02:00,zeit online (gen3),487074,9895,632331,14795,176501,3416,107416,3739,26774,470,75483,1541,282064,7259,43436,1104,254971,5639,793322,16452,150743,3691,40228,1005,281590,9591,62258,1575,97428,3308,126396,4170,3638015,87650
2021-05-23T19:35:12+02:00,zeit online (gen3),490075,9953,635547,14863,177184,3438,107904,3746,26860,471,75752,1545,283950,7289,43602,1109,256317,5662,798166,16517,151459,3707,40494,1008,282582,9648,62566,1588,97860,3322,127141,4193,3657459,88059
2021-05-24T19:35:15+02:00,zeit online (gen3),490390,9957,635961,14869,177234,3439,107967,3746,26883,471,75820,1545,284091,7292,43612,1109,256589,5663,799093,16527,151602,3709,40507,1008,282620,9648,62637,1589,97930,3325,127191,4197,3660127,88094
2021-05-25T21:35:13+02:00,zeit online (gen3),490977,9981,636489,14887,177310,3440,107986,3746,26897,472,75859,1545,284202,7301,43623,1113,256718,5665,799763,16547,151814,3719,40571,1008,282743,9660,62682,1592,97968,3326,127264,4200,3662866,88202
2021-05-27T19:20:16+02:00,zeit online (gen3),492721,10019,637954,14980,177661,3460,108103,3757,26988,473,76014,1548,285110,7367,43762,1120,257298,5690,801831,16681,152322,3730,40712,1011,283696,9703,62857,1596,98229,3347,127635,4225,3672893,88707
2021-05-28T19:10:13+02:00,zeit online (gen3),493973,10043,638974,15000,177942,3465,108252,3767,27024,473,76099,1557,285740,7380,43819,1120,257687,5707,803468,16725,152564,3735,40777,1013,284066,9731,62966,1601,98346,3351,127836,4239,3679533,88907
2021-06-03T19:40:14+02:00,zeit online (gen3),497488,10109,642357,15077,178753,3499,108595,3782,27192,475,76465,1566,287707,7459,43951,1124,259240,5754,808929,16849,153593,3754,41071,1019,285209,9859,63309,1613,98817,3404,128495,4274,3701171,89617
2021-06-05T10:05:11+02:00,zeit online (gen3),497864,10116,643064,15087,179094,3506,108686,3787,27217,475,76504,1567,288101,7465,43975,1126,259527,5763,810006,16880,153795,3760,41090,1020,285320,9906,63364,1614,98894,3413,128665,4303,3705166,89788
